SquareFeet,NumBedrooms,NumBathrooms,Garage,Age,Location_Rural,Location_Suburban,Location_Urban
531.4201784615665,3,3,1,58,0.0,0.0,1.0
1456.8996936699325,4,3,1,78,0.0,0.0,1.0
2589.5761244696378,2,2,1,81,0.0,0.0,1.0
1379.5610016577994,5,2,0,31,0.0,1.0,0.0
4724.236858900384,2,1,1,92,0.0,0.0,1.0
1985.70177642022,5,1,1,99,0.0,1.0,0.0
4987.0602507097,5,1,0,51,0.0,1.0,0.0
4053.2816425754927,2,1,1,80,0.0,0.0,1.0
3197.1359828221957,5,2,1,20,1.0,0.0,0.0
3383.718416105928,3,2,0,95,0.0,1.0,0.0
4423.295874853544,2,2,0,80,0.0,0.0,1.0
891.9174505809717,1,3,1,58,0.0,0.0,1.0
4609.58248650412,4,1,0,65,1.0,0.0,0.0
574.6452301753527,4,2,0,77,0.0,1.0,0.0
4669.087090802832,5,3,1,24,1.0,0.0,0.0
3478.371404967525,2,1,1,32,0.0,1.0,0.0
4228.500190577366,2,3,1,42,0.0,0.0,1.0
4869.071201524413,3,2,1,23,0.0,0.0,1.0
1611.3252514635165,1,1,1,45,1.0,0.0,0.0
974.8114088054048,3,2,1,3,0.0,0.0,1.0
4201.764433311553,4,2,0,6,1.0,0.0,0.0
2576.648590811304,4,3,1,5,1.0,0.0,0.0
4824.816428612548,1,3,1,14,0.0,0.0,1.0
4992.895552656983,3,1,1,61,1.0,0.0,0.0
2838.252541113534,2,3,0,5,0.0,1.0,0.0
2396.4104776662407,4,3,0,1,1.0,0.0,0.0
4669.634224482715,1,1,1,87,0.0,1.0,0.0
2805.9284811949533,4,1,1,26,0.0,0.0,1.0
4106.375649088823,1,3,1,54,0.0,0.0,1.0
2976.019439703178,5,2,0,15,0.0,1.0,0.0
622.2533955150192,4,2,0,41,0.0,1.0,0.0
3045.8820390106207,4,2,1,37,0.0,0.0,1.0
4686.792890761964,1,2,0,96,0.0,0.0,1.0
3042.28673443613,4,3,1,65,0.0,1.0,0.0
3674.734933705807,5,1,1,93,0.0,1.0,0.0
4616.987675546768,2,1,1,34,0.0,1.0,0.0
3020.521923542068,2,3,0,42,0.0,1.0,0.0
1071.6510918795427,4,1,1,5,0.0,0.0,1.0
2078.6859920075703,5,3,0,67,0.0,0.0,1.0
4805.599169679288,3,3,0,59,1.0,0.0,0.0
4398.904325928651,2,1,1,27,1.0,0.0,0.0
3114.358639842166,4,1,1,24,1.0,0.0,0.0
1366.6173460633754,4,3,0,85,0.0,0.0,1.0
2883.4003716581005,4,3,1,57,1.0,0.0,0.0
4059.518333294333,3,1,0,15,1.0,0.0,0.0
1872.9485906878697,3,2,1,29,0.0,0.0,1.0
1579.4335074017513,2,3,1,0,0.0,1.0,0.0
3690.050028132121,2,3,1,50,0.0,1.0,0.0
1903.4574609367637,1,1,1,74,0.0,0.0,1.0
680.6248658841494,4,2,1,21,1.0,0.0,0.0
4055.3746248714697,3,1,0,73,1.0,0.0,0.0
4615.468987318515,4,3,1,17,0.0,1.0,0.0
3898.1176505312856,5,1,0,12,0.0,0.0,1.0
2026.5829752822635,5,2,0,26,1.0,0.0,0.0
3970.593833149301,2,3,1,91,0.0,0.0,1.0
1885.6847371603592,1,1,1,52,0.0,0.0,1.0
4201.41759315426,5,2,1,24,1.0,0.0,0.0
3766.90959493383,1,1,1,39,0.0,1.0,0.0
4073.113351716332,2,3,1,38,1.0,0.0,0.0
1943.3011204020704,4,1,0,31,1.0,0.0,0.0
4704.948674390486,5,1,0,86,0.0,1.0,0.0
4479.103282680294,2,2,1,95,0.0,1.0,0.0
4696.496952886904,5,2,0,89,0.0,1.0,0.0
875.5883824522248,4,2,1,4,0.0,0.0,1.0
726.4531982059877,1,3,1,22,0.0,1.0,0.0
1656.2853477881144,2,2,1,28,0.0,1.0,0.0
2912.433648548542,5,1,1,28,0.0,0.0,1.0
1469.5830827407851,2,2,1,1,1.0,0.0,0.0
3578.111877614323,1,3,0,49,0.0,0.0,1.0
2863.2352265017707,1,2,1,90,1.0,0.0,0.0
2127.4973743776927,2,1,0,56,1.0,0.0,0.0
2531.24160948354,5,3,0,3,1.0,0.0,0.0
3458.499472298592,2,3,1,13,1.0,0.0,0.0
861.05185547739,3,3,1,70,0.0,0.0,1.0
1344.7508256151343,1,3,0,63,1.0,0.0,0.0
3464.84931902079,4,1,0,32,0.0,1.0,0.0
4997.361765967999,5,3,1,9,0.0,1.0,0.0
2056.4737562883056,2,1,1,49,0.0,0.0,1.0
4291.405287583108,1,3,0,79,0.0,1.0,0.0
2776.3371182832307,3,2,0,53,0.0,1.0,0.0
4781.501715483914,4,2,0,37,0.0,1.0,0.0
2018.1158526077584,4,1,1,18,0.0,0.0,1.0
1231.7762270520109,4,1,0,56,0.0,0.0,1.0
1272.6949503815968,1,3,0,46,0.0,0.0,1.0
4599.172330222291,4,1,1,52,1.0,0.0,0.0
1934.137657784288,1,3,1,60,0.0,1.0,0.0
2573.909308713434,2,3,0,17,0.0,0.0,1.0
4799.516861471304,2,2,1,3,1.0,0.0,0.0
4494.881861022596,3,1,1,73,0.0,0.0,1.0
4799.006089267677,2,3,1,19,0.0,1.0,0.0
587.3056052819695,2,3,1,41,0.0,0.0,1.0
4846.245438732497,4,3,1,95,1.0,0.0,0.0
3043.0993261514404,2,3,1,72,0.0,0.0,1.0
2622.903392258934,3,2,1,35,1.0,0.0,0.0
2142.714050116707,2,1,0,69,0.0,1.0,0.0
631.2639364036901,3,3,0,20,0.0,1.0,0.0
3764.253207478247,5,1,1,81,1.0,0.0,0.0
859.9211725853966,4,1,1,54,1.0,0.0,0.0
614.0783453695587,1,1,1,61,1.0,0.0,0.0
2227.510496179452,4,3,1,86,0.0,0.0,1.0
4379.913381461849,3,1,0,90,0.0,1.0,0.0
1190.0813140223609,2,3,1,49,0.0,0.0,1.0
1087.9355472055831,2,3,1,54,0.0,1.0,0.0
4740.35422055543,4,3,0,37,1.0,0.0,0.0
2322.962125374049,1,2,1,80,1.0,0.0,0.0
4926.702124441183,3,1,0,16,0.0,0.0,1.0
3236.95119544901,4,2,1,52,1.0,0.0,0.0
4286.513988881419,1,1,0,75,1.0,0.0,0.0
1718.07621935779,1,2,1,16,1.0,0.0,0.0
4035.499708750053,5,1,0,16,0.0,1.0,0.0
1031.7417242974532,5,2,0,75,0.0,1.0,0.0
4621.743517793236,2,1,0,14,0.0,1.0,0.0
3053.933817177012,1,3,1,19,0.0,0.0,1.0
4983.504519322613,1,3,1,25,0.0,1.0,0.0
683.9087731991549,4,1,0,23,0.0,1.0,0.0
3548.471320527325,5,2,1,20,0.0,1.0,0.0
1105.593201968485,5,1,1,0,0.0,1.0,0.0
1684.006564598793,3,3,0,17,0.0,1.0,0.0
2299.9235823210583,2,1,0,93,0.0,0.0,1.0
1418.1603558300449,1,3,0,43,1.0,0.0,0.0
4048.767341025829,4,3,0,76,1.0,0.0,0.0
4982.709530744504,1,3,0,85,0.0,0.0,1.0
1868.4258618707768,2,2,1,50,1.0,0.0,0.0
1311.9071993661669,3,2,0,81,0.0,0.0,1.0
1935.3903363219256,5,3,0,59,0.0,1.0,0.0
1330.143139101377,1,3,0,10,1.0,0.0,0.0
2388.3232226306463,2,2,1,26,1.0,0.0,0.0
3823.425677641584,4,2,1,50,1.0,0.0,0.0
4421.983354062115,2,1,1,53,1.0,0.0,0.0
1785.316948530094,4,2,1,27,0.0,0.0,1.0
1734.178325715049,4,3,0,98,0.0,0.0,1.0
935.125519044052,2,1,1,27,0.0,1.0,0.0
3823.021441630969,1,1,0,76,0.0,0.0,1.0
1719.2421424236445,5,3,0,62,1.0,0.0,0.0
581.3649149255845,4,1,1,2,1.0,0.0,0.0
4632.075890039467,2,1,0,76,0.0,1.0,0.0
4180.9314698474245,4,2,0,15,1.0,0.0,0.0
2591.824116668234,2,2,1,75,0.0,0.0,1.0
2062.79813437564,2,2,0,66,1.0,0.0,0.0
3944.1351373611833,5,2,0,24,0.0,0.0,1.0
2402.089788458416,5,2,1,11,1.0,0.0,0.0
2645.77494979906,4,1,0,90,0.0,1.0,0.0
3632.359377051676,5,2,0,82,0.0,0.0,1.0
4155.861459307553,5,3,1,21,0.0,1.0,0.0
4010.216391680196,3,1,1,46,1.0,0.0,0.0
875.8621160600844,2,3,0,53,1.0,0.0,0.0
595.7123488267421,1,1,1,74,0.0,1.0,0.0
2871.5343106169016,1,3,1,36,0.0,1.0,0.0
2313.674410582095,4,3,1,66,1.0,0.0,0.0
1923.689333244573,5,3,1,29,0.0,1.0,0.0
2072.7786743906845,4,2,1,20,1.0,0.0,0.0
3100.131726129881,1,1,0,4,0.0,1.0,0.0
2456.051667424116,2,3,0,50,0.0,1.0,0.0
852.0894436101023,4,1,0,76,0.0,1.0,0.0
1728.8186448776555,4,1,1,91,1.0,0.0,0.0
2682.580943858185,5,2,0,50,0.0,1.0,0.0
2281.867126981047,4,3,1,94,0.0,0.0,1.0
4385.001423073214,3,1,0,65,0.0,1.0,0.0
4565.334901382568,1,2,1,76,0.0,1.0,0.0
3140.785031093956,2,1,1,4,0.0,0.0,1.0
3549.0396282902707,1,3,0,68,0.0,0.0,1.0
769.7448538758872,2,2,1,80,0.0,1.0,0.0
4616.889755992019,1,3,0,38,1.0,0.0,0.0
1259.372472792033,5,2,0,74,0.0,1.0,0.0
773.0738102780704,2,1,0,69,1.0,0.0,0.0
2614.9472067107145,2,2,1,63,0.0,0.0,1.0
4744.381323620528,2,2,1,15,1.0,0.0,0.0
2065.200563448707,5,2,1,8,0.0,1.0,0.0
1574.5829512169269,4,1,1,25,0.0,0.0,1.0
1285.912336533483,2,2,0,35,0.0,0.0,1.0
3140.6920028310365,3,3,0,73,0.0,0.0,1.0
2940.349890294856,1,1,0,75,0.0,0.0,1.0
4666.048472725558,3,3,0,81,1.0,0.0,0.0
2240.63258923346,1,1,1,93,0.0,0.0,1.0
3546.670166969046,2,2,0,0,1.0,0.0,0.0
4106.171909586365,5,2,0,77,1.0,0.0,0.0
4385.442100052231,1,1,1,4,0.0,1.0,0.0
4431.352201856151,4,3,0,25,1.0,0.0,0.0
4288.139190629685,3,2,0,71,0.0,0.0,1.0
2531.9616026784097,4,3,0,16,0.0,1.0,0.0
1226.5602532890805,4,1,0,88,1.0,0.0,0.0
1066.7328847137526,5,1,1,77,1.0,0.0,0.0
3958.615989109409,1,3,1,87,1.0,0.0,0.0
590.3203899997686,5,1,1,69,0.0,0.0,1.0
3627.418487569442,1,2,1,66,0.0,0.0,1.0
2504.937374338509,1,1,1,92,0.0,1.0,0.0
2424.613046150575,3,3,1,29,0.0,1.0,0.0
3253.2395904644964,5,1,1,27,1.0,0.0,0.0
1191.6096927989204,2,1,1,59,0.0,0.0,1.0
2360.970956864082,1,2,0,37,1.0,0.0,0.0
3820.536125130958,4,3,1,86,0.0,1.0,0.0
1044.6125021833686,5,3,1,91,1.0,0.0,0.0
4245.635928474478,1,1,0,11,0.0,0.0,1.0
1359.9753021101524,3,3,0,0,0.0,1.0,0.0
4007.8251564082857,1,3,0,48,0.0,1.0,0.0
1333.985807879215,4,1,0,53,0.0,0.0,1.0
626.8610320124997,2,1,1,94,1.0,0.0,0.0
3678.046243393019,3,1,1,0,0.0,0.0,1.0
742.2373620880659,5,1,1,89,0.0,0.0,1.0
2303.4337739389666,4,3,0,43,0.0,0.0,1.0
3426.147819921477,3,3,1,42,0.0,1.0,0.0
1661.4843942803664,5,1,1,82,1.0,0.0,0.0
3496.0298066099194,2,3,1,85,0.0,1.0,0.0
581.9982154319738,3,1,1,68,1.0,0.0,0.0
2075.8393594938248,4,3,1,33,0.0,1.0,0.0
2232.761250735328,4,1,0,73,0.0,0.0,1.0
1136.2259939735309,5,2,1,25,0.0,0.0,1.0
2898.7488054262003,5,2,0,48,0.0,0.0,1.0
4191.318322741297,2,1,1,27,0.0,0.0,1.0
643.9750706494613,5,1,0,67,0.0,0.0,1.0
3097.3994903054786,5,2,1,25,0.0,0.0,1.0
3622.7731572957055,1,2,0,7,1.0,0.0,0.0
1706.286383702943,2,3,1,48,0.0,0.0,1.0
3070.9400694489623,4,1,1,9,0.0,1.0,0.0
1637.8474044315146,1,3,1,17,1.0,0.0,0.0
4291.088480760089,5,2,0,46,0.0,0.0,1.0
3501.0742400789463,4,2,1,37,1.0,0.0,0.0
3511.919373635757,3,3,0,95,1.0,0.0,0.0
4702.364581035828,2,2,1,73,0.0,1.0,0.0
1167.5444043294,5,1,1,69,1.0,0.0,0.0
3313.4519023588177,2,3,1,74,0.0,0.0,1.0
2853.940298765669,4,3,1,22,1.0,0.0,0.0
3225.986687105992,1,3,0,61,0.0,0.0,1.0
2382.7529002025008,2,3,1,25,1.0,0.0,0.0
3368.5042042305595,5,1,1,65,0.0,1.0,0.0
3133.3765342678425,2,2,1,73,1.0,0.0,0.0
3733.042762951475,4,2,1,10,0.0,0.0,1.0
1082.817145772619,3,2,0,69,1.0,0.0,0.0
697.5497418935231,1,2,1,79,0.0,0.0,1.0
567.2748699690751,4,3,1,92,1.0,0.0,0.0
2030.0197372695147,5,1,1,27,0.0,1.0,0.0
4365.412462049991,2,2,1,97,0.0,1.0,0.0
1942.9823963139447,1,2,1,20,0.0,0.0,1.0
936.3455193444112,2,2,0,21,1.0,0.0,0.0
2570.461819509596,2,2,0,1,0.0,1.0,0.0
4125.419624135038,5,1,0,26,1.0,0.0,0.0
2831.925794821344,2,1,0,72,0.0,1.0,0.0
3445.9280908967958,2,3,0,16,1.0,0.0,0.0
1920.323046935075,5,1,0,6,0.0,1.0,0.0
2974.4085324929238,2,1,1,21,0.0,1.0,0.0
4449.872321881812,4,1,0,44,1.0,0.0,0.0
4081.067012462455,4,2,1,84,0.0,1.0,0.0
2568.347394604071,5,2,1,75,1.0,0.0,0.0
1069.8670648326847,2,3,1,93,1.0,0.0,0.0
2978.107451126576,3,3,0,10,0.0,0.0,1.0
2153.904900311892,4,3,0,67,0.0,1.0,0.0
4426.082667876533,3,1,1,16,1.0,0.0,0.0
2308.4923995082854,4,2,0,63,0.0,0.0,1.0
2369.4935026644034,2,2,1,1,0.0,0.0,1.0
3762.107359809978,4,1,0,16,0.0,0.0,1.0
3929.8438003733695,4,2,1,47,1.0,0.0,0.0
3449.794873307507,5,3,1,77,0.0,1.0,0.0
1224.9501046539,4,3,1,56,1.0,0.0,0.0
2549.7576284864917,2,3,1,81,0.0,1.0,0.0
1145.6125565810903,1,1,1,21,0.0,1.0,0.0
1904.8538145610823,5,1,1,1,0.0,1.0,0.0
1305.927226976817,5,3,0,72,1.0,0.0,0.0
4598.465727397618,1,2,0,72,1.0,0.0,0.0
3516.1428921996167,5,3,0,6,0.0,0.0,1.0
730.2447790046416,5,3,0,68,1.0,0.0,0.0
1660.7373247182002,3,1,0,80,1.0,0.0,0.0
1057.3071201761786,1,3,0,65,0.0,1.0,0.0
2264.9800704509307,4,2,1,0,1.0,0.0,0.0
3362.43220884294,5,3,1,86,0.0,1.0,0.0
3024.220871909238,2,2,0,58,1.0,0.0,0.0
1619.2142266443343,3,2,0,76,0.0,0.0,1.0
3455.3149904358147,5,1,1,40,0.0,0.0,1.0
1012.753712500446,3,2,1,82,0.0,1.0,0.0
2571.7377905376825,2,1,1,23,1.0,0.0,0.0
1471.1946237357945,4,3,1,39,1.0,0.0,0.0
2167.8896618010094,1,1,0,81,0.0,0.0,1.0
3444.06100975393,4,1,0,55,1.0,0.0,0.0
2530.5770488144462,1,1,0,17,0.0,1.0,0.0
2821.7564533644054,5,3,0,22,0.0,0.0,1.0
1849.636001781431,3,1,1,12,1.0,0.0,0.0
4632.918944654339,5,3,1,93,0.0,1.0,0.0
1142.8262928537738,1,3,1,13,0.0,1.0,0.0
599.9126584453264,3,2,0,75,0.0,1.0,0.0
3354.093909398942,3,2,0,43,0.0,1.0,0.0
646.1896851057423,2,1,1,15,0.0,0.0,1.0
1712.8033803152268,3,3,1,51,1.0,0.0,0.0
613.3959266948134,5,2,0,27,0.0,0.0,1.0
2110.16337851097,5,1,1,61,0.0,1.0,0.0
2731.440807854469,4,3,0,40,0.0,0.0,1.0
4496.861073475869,3,3,0,87,1.0,0.0,0.0
2971.519991177542,5,3,0,10,0.0,1.0,0.0
1314.396287192704,5,1,1,16,0.0,0.0,1.0
2604.5654561819465,3,1,1,19,0.0,1.0,0.0
4827.93115255461,4,1,0,98,0.0,1.0,0.0
4459.269865736605,2,1,0,6,0.0,0.0,1.0
2038.178082640442,5,2,0,21,0.0,1.0,0.0
1784.323806362787,2,2,1,42,0.0,1.0,0.0
606.6848914003327,4,3,1,57,0.0,0.0,1.0
1256.531439189763,4,2,0,8,0.0,0.0,1.0
3761.918841109462,5,2,1,12,1.0,0.0,0.0
3833.974430248935,3,3,0,56,1.0,0.0,0.0
1426.9101614463275,1,1,1,2,1.0,0.0,0.0
2024.2983009849413,2,1,0,2,0.0,0.0,1.0
2793.754272216044,1,1,0,63,1.0,0.0,0.0
1709.0481172322573,5,3,0,64,0.0,0.0,1.0
4441.698599837922,5,3,1,38,0.0,1.0,0.0
1325.3202943404522,3,1,0,30,0.0,0.0,1.0
1853.9523941754635,3,3,1,43,0.0,0.0,1.0
2687.002222089214,5,2,0,59,0.0,0.0,1.0
2798.3628615990456,3,2,1,7,0.0,1.0,0.0
1079.914403630503,2,1,0,63,0.0,0.0,1.0
2340.172560905024,2,1,1,43,0.0,0.0,1.0
1781.0363248090864,1,1,1,60,0.0,0.0,1.0
3692.249698209738,1,1,1,19,0.0,1.0,0.0
1328.4559551243065,4,1,0,83,0.0,0.0,1.0
1693.5283512620356,3,1,1,58,1.0,0.0,0.0
3156.564607064478,2,3,0,3,0.0,0.0,1.0
3149.29184959094,4,1,0,38,0.0,1.0,0.0
1195.3437349573355,1,3,1,36,0.0,1.0,0.0
4236.125867516233,3,2,0,40,0.0,0.0,1.0
3346.7985191027665,4,2,1,55,0.0,1.0,0.0
960.4948079032844,5,1,1,57,1.0,0.0,0.0
4224.24617607119,3,2,0,47,0.0,1.0,0.0
3276.17113269084,4,3,0,70,1.0,0.0,0.0
649.352095530918,1,3,1,85,1.0,0.0,0.0
3178.864696673701,5,2,1,93,0.0,1.0,0.0
4908.804506482369,1,1,1,59,0.0,1.0,0.0
3778.20804722726,3,3,1,2,0.0,1.0,0.0
3314.4505257496708,5,3,0,87,0.0,1.0,0.0
1972.4953242265424,2,1,0,7,1.0,0.0,0.0
3888.437868676333,5,3,0,51,1.0,0.0,0.0
2618.532486557183,2,2,1,2,0.0,1.0,0.0
1911.664061407203,1,2,1,11,0.0,0.0,1.0
4510.771991724878,3,3,0,51,0.0,1.0,0.0
1758.951188991684,3,2,0,7,0.0,1.0,0.0
1614.0189662594887,5,1,1,32,1.0,0.0,0.0
1298.4779470087528,5,1,1,12,1.0,0.0,0.0
2701.473119096408,3,2,0,73,0.0,0.0,1.0
1535.0397677946637,2,3,1,2,0.0,1.0,0.0
4056.169567737622,3,1,1,97,0.0,0.0,1.0
2709.588932010095,4,1,0,35,0.0,0.0,1.0
4257.186065596847,1,1,1,73,0.0,0.0,1.0
1534.9718928345824,2,3,0,51,0.0,0.0,1.0
2414.4639737738758,3,3,0,55,0.0,1.0,0.0
2427.583102559808,2,2,1,20,0.0,1.0,0.0
1107.4031873223894,3,3,0,48,0.0,0.0,1.0
2534.9807340041325,1,2,0,27,0.0,0.0,1.0
1384.9411322883143,4,3,0,97,1.0,0.0,0.0
793.4206606722142,3,3,1,32,1.0,0.0,0.0
1270.3313472580635,2,3,0,91,0.0,0.0,1.0
1664.5099172000762,4,2,1,16,0.0,0.0,1.0
2381.6515467325985,4,2,0,32,1.0,0.0,0.0
2973.7276482349,4,1,0,78,0.0,1.0,0.0
599.6050296327368,4,3,0,64,1.0,0.0,0.0
2823.274846389533,2,2,0,28,0.0,1.0,0.0
3655.264377156169,4,2,1,98,0.0,0.0,1.0
2289.579864948746,2,1,1,95,1.0,0.0,0.0
805.2667659732736,5,3,1,3,0.0,0.0,1.0
3102.2606344827827,2,1,1,85,1.0,0.0,0.0
519.6181098046119,3,3,1,62,0.0,1.0,0.0
3045.8522777598014,1,2,0,70,0.0,1.0,0.0
2295.6589293909565,5,3,1,54,0.0,1.0,0.0
3483.622416754163,1,1,1,59,1.0,0.0,0.0
3612.450433399437,2,1,1,75,0.0,0.0,1.0
2665.7507804865663,4,2,0,82,0.0,1.0,0.0
1896.0587768511716,5,2,0,91,0.0,0.0,1.0
2766.612925568501,3,1,1,38,0.0,1.0,0.0
4725.808157526312,3,3,0,31,0.0,0.0,1.0
2327.369596518969,2,2,0,21,1.0,0.0,0.0
2775.3536903988147,4,3,1,40,0.0,0.0,1.0
1413.8176681402797,4,1,1,6,1.0,0.0,0.0
2642.2268098959485,1,1,1,96,1.0,0.0,0.0
1609.9637711243292,1,3,1,15,0.0,0.0,1.0
601.1118874405283,1,3,0,47,1.0,0.0,0.0
2728.9294112025896,1,2,1,14,0.0,1.0,0.0
4985.82177926648,5,1,1,97,0.0,1.0,0.0
2780.4651832300465,4,2,1,2,0.0,0.0,1.0
1581.795108020781,4,1,1,36,0.0,1.0,0.0
2245.8773947904883,3,1,0,34,0.0,0.0,1.0
2424.510886208761,1,1,0,65,0.0,1.0,0.0
3273.0091322312883,5,1,0,90,0.0,0.0,1.0
1503.905083004101,1,1,0,46,0.0,0.0,1.0
4961.89749122324,4,3,0,86,1.0,0.0,0.0
1415.9069324910338,4,1,1,41,1.0,0.0,0.0
4216.695388475073,3,3,0,69,0.0,0.0,1.0
4114.098900213106,3,2,0,5,0.0,1.0,0.0
502.940258425848,1,2,1,72,1.0,0.0,0.0
2832.8360987534184,1,3,1,2,1.0,0.0,0.0
1352.1239410633823,3,2,0,41,0.0,1.0,0.0
2954.443412331075,1,3,0,68,0.0,0.0,1.0
1370.4590433041717,5,1,1,66,1.0,0.0,0.0
3924.4584201264224,1,1,0,11,0.0,0.0,1.0
3408.394701458216,3,2,0,57,0.0,0.0,1.0
678.0087795317592,3,2,0,91,0.0,1.0,0.0
3780.5322561844423,2,1,1,39,1.0,0.0,0.0
3508.576910253113,3,1,1,38,1.0,0.0,0.0
3618.1410315115486,5,2,0,46,1.0,0.0,0.0
1143.4625692377613,3,2,1,84,1.0,0.0,0.0
2270.99901247842,2,2,1,91,0.0,1.0,0.0
3131.405637517871,3,2,0,97,0.0,0.0,1.0
2218.910204583257,5,2,1,5,1.0,0.0,0.0
3704.035825391732,1,3,1,35,0.0,0.0,1.0
2486.903046705036,5,3,1,63,0.0,0.0,1.0
4478.929085067835,5,1,1,71,1.0,0.0,0.0
4732.063629588114,5,3,1,94,0.0,1.0,0.0
2055.631970767637,1,1,0,28,1.0,0.0,0.0
567.9980789651377,4,2,0,76,0.0,1.0,0.0
731.4161606791265,2,2,0,16,1.0,0.0,0.0
3206.9924568492083,5,2,0,82,1.0,0.0,0.0
2039.3124559589992,2,3,1,28,0.0,1.0,0.0
1041.6360929449372,1,3,0,24,0.0,1.0,0.0
2593.425255276732,4,1,0,36,0.0,0.0,1.0
2566.6933872794625,4,3,1,90,0.0,1.0,0.0
3818.787617565531,5,1,1,56,0.0,0.0,1.0
4067.844885652277,2,1,0,25,1.0,0.0,0.0
1881.894845121119,3,1,0,60,1.0,0.0,0.0
3119.315590059006,4,2,0,25,0.0,0.0,1.0
2397.744170930549,3,1,0,25,1.0,0.0,0.0
1263.9132419321113,2,3,1,84,1.0,0.0,0.0
2810.8304003379653,5,2,1,9,0.0,0.0,1.0
3282.5583817045585,2,1,1,92,0.0,0.0,1.0
2961.1198120690588,4,3,1,99,1.0,0.0,0.0
963.687620439422,4,2,1,26,0.0,1.0,0.0
1265.686885150326,2,1,1,40,1.0,0.0,0.0
1084.0233457517506,2,1,1,92,1.0,0.0,0.0
2930.053615720298,1,2,0,74,0.0,0.0,1.0
4896.531294975246,3,3,1,29,0.0,1.0,0.0
2024.6052646720084,1,1,1,13,1.0,0.0,0.0
4838.0783320296605,3,2,0,24,1.0,0.0,0.0
4549.250055592726,2,1,1,65,1.0,0.0,0.0
2958.114200588829,4,3,0,40,0.0,0.0,1.0
3543.6248054272583,1,3,1,64,0.0,1.0,0.0
1088.790626069689,2,3,0,86,0.0,1.0,0.0
2750.5073843448213,2,2,1,0,1.0,0.0,0.0
1525.7082314387376,1,1,0,38,1.0,0.0,0.0
1206.0618086575405,4,3,1,24,0.0,1.0,0.0
4493.410409166621,2,2,1,49,0.0,1.0,0.0
2157.329604450693,2,1,1,38,0.0,0.0,1.0
3222.275059164669,3,1,1,64,1.0,0.0,0.0
3104.6303953037323,2,1,1,49,0.0,0.0,1.0
1365.3005846390183,1,1,0,78,1.0,0.0,0.0
2379.9244067379486,5,2,0,1,0.0,0.0,1.0
4802.088697189552,5,2,0,20,0.0,1.0,0.0
3956.402202884,4,1,0,93,1.0,0.0,0.0
2691.871449456101,4,1,0,98,0.0,1.0,0.0
1647.5164362548408,1,3,1,7,1.0,0.0,0.0
4390.536242852015,4,2,1,99,0.0,0.0,1.0
3600.894441867033,2,2,0,73,0.0,1.0,0.0
4316.914078488029,5,1,0,82,0.0,0.0,1.0
3615.615151074761,2,3,0,13,0.0,0.0,1.0
4691.706741135167,4,3,0,69,0.0,0.0,1.0
4288.229495412224,2,1,0,20,1.0,0.0,0.0
2700.7178020217743,2,3,1,95,0.0,1.0,0.0
2733.648112405564,2,3,1,58,0.0,1.0,0.0
2528.777171318595,3,2,1,31,0.0,1.0,0.0
697.5707613378676,5,2,1,95,1.0,0.0,0.0
3504.170235036131,1,3,0,88,1.0,0.0,0.0
3796.757146581794,2,1,1,51,0.0,1.0,0.0
983.5394739884896,3,2,1,88,1.0,0.0,0.0
1553.2599875787462,2,2,1,89,0.0,0.0,1.0
628.9359240994453,4,2,0,59,0.0,1.0,0.0
762.0702386912385,3,2,1,92,0.0,0.0,1.0
1227.6254897329409,2,2,0,67,1.0,0.0,0.0
2158.368546756925,3,3,1,7,0.0,0.0,1.0
3373.366764488385,1,3,1,4,0.0,0.0,1.0
1123.9363810098666,3,1,1,40,0.0,1.0,0.0
606.7236213760577,4,3,0,32,1.0,0.0,0.0
1111.697363152943,2,1,0,88,1.0,0.0,0.0
3190.136060306813,1,2,1,15,1.0,0.0,0.0
3887.272120216892,1,1,1,56,0.0,0.0,1.0
508.9646084858162,4,3,1,33,0.0,0.0,1.0
2941.9008561840947,3,3,0,63,1.0,0.0,0.0
3736.603402591243,3,1,0,30,0.0,1.0,0.0
3771.755427269256,4,2,1,63,0.0,0.0,1.0
752.7923480634756,5,2,1,18,0.0,1.0,0.0
3259.0230758115868,1,2,0,68,0.0,1.0,0.0
3641.526158375856,2,2,0,85,0.0,1.0,0.0
1874.859397961106,2,2,1,53,0.0,0.0,1.0
4733.056603019032,1,1,0,53,0.0,0.0,1.0
614.5149195758789,3,3,0,91,0.0,0.0,1.0
2408.9990416113933,3,2,0,3,1.0,0.0,0.0
2090.6486380777046,5,2,0,90,1.0,0.0,0.0
2774.8435627557064,3,3,0,28,1.0,0.0,0.0
1064.688335596178,3,2,1,7,1.0,0.0,0.0
910.4274637191066,4,1,0,98,1.0,0.0,0.0
4847.801111755415,2,2,0,2,0.0,1.0,0.0
2133.8703337938578,3,3,1,55,0.0,0.0,1.0
4987.3205925632765,3,1,0,71,1.0,0.0,0.0
4957.8923172748055,3,1,1,96,0.0,1.0,0.0
2107.0452168522625,2,1,1,87,0.0,1.0,0.0
3619.442939984905,3,2,1,57,0.0,0.0,1.0
4326.429686709194,5,2,0,56,1.0,0.0,0.0
2938.554263202612,3,2,1,23,0.0,1.0,0.0
2493.651678519287,3,1,1,42,1.0,0.0,0.0
639.3010591370459,4,2,1,95,1.0,0.0,0.0
2477.59418461299,5,2,1,60,1.0,0.0,0.0
4531.170792020876,4,3,1,10,1.0,0.0,0.0
