Bedrooms,Bathrooms,SquareFootage,YearBuilt,GarageSpaces,LotSize,NeighborhoodQuality,SalePrice
2,2,4683,1955,1,4.719094841715156,2,834286.5503907071
5,1,960,1975,2,7.625269915350816,3,370661.2515859592
2,3,2825,1950,1,5.550779725762588,2,540390.8082498634
2,1,4254,1936,1,5.608937880043077,4,735326.3420271518
2,2,2968,1916,0,3.1419453931303862,1,492462.4768616431
2,2,2224,1957,2,2.5610843357068553,2,414696.50267997856
3,3,1876,1986,3,3.236050786278391,4,454688.10365015984
1,2,3243,1989,2,5.785116068942253,3,670660.1567539102
4,1,1014,1928,1,0.7769742672098454,2,246611.16999834156
2,2,1202,1932,3,9.118864971385856,3,335442.95119886263
5,1,2153,1959,2,1.984695240722874,4,389536.5117356667
2,1,2566,1990,1,2.5908424302781725,3,509567.07813243807
5,2,522,1988,1,5.423623676252641,4,213254.96558063198
3,3,2960,2019,0,7.246090280204154,4,707703.4322083507
5,2,1804,1954,0,1.4094260200717743,4,348972.3022300166
4,1,3800,1909,0,3.5180996266980404,2,643965.3118595245
1,1,861,1946,1,9.702408752956392,3,286703.2254061411
5,2,4227,1922,2,2.992258184418984,3,729116.0831882723
5,3,1784,1984,0,3.4739763780998953,1,457263.93655474554
1,3,1014,1920,2,8.446735660871319,1,340342.63483639574
4,1,948,2006,0,0.9770371010593248,1,198128.2663159314
2,1,2355,1912,3,4.913825103685223,1,466169.4819831854
5,3,4062,2000,3,4.106359262290868,3,795121.7452382508
1,2,3020,1932,0,3.507574219132186,4,527280.2631278047
3,1,3581,1923,1,3.214146143425263,4,584189.3895645072
1,1,1928,2007,0,1.3680539961738873,2,332632.2637082751
3,3,4467,1910,0,3.490845378840664,4,743340.0009407953
4,2,1422,1916,1,0.9089978257988514,3,211880.79049861012
2,3,3637,1967,3,7.919156704622135,3,777982.0787736349
1,2,2659,1946,2,4.283164042601111,3,472168.95981313335
5,2,3047,1924,0,4.71708640703916,2,578773.2048881806
4,2,3479,1993,1,8.98914857127625,1,788784.6775712228
1,1,2781,1972,0,6.751522346681597,4,515235.1105201212
5,3,3149,1920,1,0.576561481750138,3,551498.3320587429
1,3,813,1983,2,9.460160818132207,3,355657.8799384276
3,2,3113,1982,2,2.7528724267882567,1,554344.3635125885
1,1,3583,1982,3,1.522334755218659,3,647969.7773265248
1,1,2756,1911,1,7.797217694618381,4,547330.4464984967
1,3,1537,1936,1,5.254534500733823,2,341938.3677752579
4,1,3989,1941,3,4.6208203771711664,3,710261.0844842633
1,1,3134,1916,3,2.8702792569860467,4,546034.6468506383
5,2,4483,2000,1,5.700979153692027,3,848668.1774122553
3,1,2278,2017,3,3.1066537494245807,1,489746.02745201724
3,2,4395,1947,2,9.065038550227142,3,879488.7752264638
1,3,1624,2002,0,2.5444425574653313,3,367893.55276015284
4,1,1197,1927,2,8.901373929329658,2,355513.99239952106
4,3,2679,1940,3,5.814351544409891,1,564060.4499107978
5,3,1904,1998,1,8.370637272004789,1,537487.612589344
1,1,1543,1946,1,7.272036960679072,2,367439.076775462
3,1,2429,2011,2,7.118603558649111,3,553858.1454555569
4,3,1513,1917,1,3.5812851731030295,4,405361.7135977235
1,1,726,1977,3,2.7220208489859328,1,241921.59208851637
4,2,2328,1998,2,2.503419162967487,1,481244.7601298758
4,2,2523,2007,1,8.643320742066093,3,632740.7166925833
3,1,2952,2004,0,8.29405479246069,3,639270.2913472243
2,3,2585,1970,0,4.685448516116919,1,494713.33198438515
5,1,4783,2004,3,1.7578438282163187,3,828555.070550445
5,1,1580,1912,1,4.131396393785854,4,357405.8716622684
3,3,2820,1981,3,6.383762814300658,1,662315.9253252133
4,3,3690,2000,2,4.816829967559552,4,765229.3098642587
1,2,3130,1912,0,7.911798050588452,4,575491.6036829137
4,3,3063,1999,2,9.977416811388162,3,741767.6442739203
3,2,3792,1930,1,2.3157548402645203,4,600893.4076836406
5,3,4086,1901,3,4.866682786765939,3,798454.7446703868
4,1,4931,1915,3,4.594347068247809,2,847227.3314949479
5,2,3447,1908,3,3.392679061115033,3,631225.8283315249
1,2,4459,1972,2,2.3819074088427508,4,759989.4048769801
5,2,3313,1937,0,1.1240751066517627,2,626585.0001283326
5,1,3083,1974,2,8.927633513625135,3,705209.5437672408
2,1,661,1953,2,4.488562628020017,4,199964.47661524406
2,1,1093,1955,1,5.220507425750465,1,247334.09548491833
2,1,3759,1985,1,9.2109494579087,1,809534.9753707517
5,1,4655,1996,1,7.874759536401505,3,911704.2791206031
3,2,3462,1999,0,1.73976200911325,3,644523.8018054574
5,1,4388,2008,0,5.871489692273553,1,861770.1216691891
3,2,3890,1986,1,4.701396626935812,4,716454.0299735045
3,1,1163,1944,1,8.073505189498245,4,315613.1992685673
2,3,1632,2008,0,7.380209202313518,4,457718.4119763605
4,2,1041,1933,3,7.058854358155184,3,331954.4989438136
1,3,3474,1908,0,3.7351759370590205,2,595287.164802588
2,2,1367,1987,0,8.147155438792918,2,427219.3489472168
2,3,2566,1907,0,0.9977173081511816,2,371514.7932724028
4,1,931,1906,1,2.0164365636055885,2,192094.0773738171
1,1,4778,1935,3,3.6884210932901613,2,815458.3266379467
5,1,1706,1917,0,1.2296706901581722,3,313696.17784706503
5,2,3028,1902,1,2.73244563657957,3,503260.3584519058
2,3,1669,1927,2,8.386434338480221,2,462562.09851395356
1,1,1330,1969,2,9.508389609005754,3,434756.2067277824
2,3,2151,2007,0,3.3937223798548097,3,457105.2925570981
3,3,1636,1943,2,3.012900137893963,2,354765.64760516584
2,1,3310,1920,3,3.1589801963410555,4,596669.9274411573
2,1,975,1927,2,3.1383313298330164,3,195658.65633568956
5,3,3310,2003,2,0.8413367307667434,4,577080.9119102531
5,1,1826,1953,3,9.305705290145527,3,509999.16042963724
5,1,1519,1953,0,2.53013234491812,3,322828.7766909623
3,1,2336,1964,0,4.490038703773347,2,482674.1931113778
5,2,4756,1999,3,0.5920253860391935,3,831503.0720749821
1,3,2948,1920,3,8.650573363693043,1,664606.9939919824
4,3,4793,2006,3,7.445994772321713,1,995502.6811990333
1,2,1783,1998,2,9.49418233415018,2,493349.2215255509
1,3,1159,1912,3,7.925347052365791,4,353158.4584996261
5,1,2510,1956,1,3.4802118644946196,4,518783.4321186393
4,3,898,1948,2,2.854796907920025,4,226042.01255263333
4,1,2233,2017,0,7.128304921756283,1,541244.4199731831
4,2,2625,1953,0,3.9590713625997447,4,491013.70652906934
3,1,2671,1909,0,5.879042649649858,4,534737.3930737714
5,3,574,1952,2,0.5594459747514672,2,173340.53248065084
4,3,3971,1943,1,1.0879141659645148,4,671598.1317037434
3,3,1336,1946,3,5.585995441225687,1,416841.9060094309
2,2,999,1952,3,5.877680641257569,1,280002.5433389352
2,2,637,1973,0,7.638802972363765,1,279721.5462777404
3,3,2597,1945,0,1.7536705364276366,2,457120.2574511072
3,1,4196,1912,2,5.375239295689399,2,756715.0688148638
5,2,2385,1936,1,2.347252622101042,3,498428.32210924453
5,3,3257,2001,3,1.3853631358455996,4,610126.2249687824
2,3,4420,1923,2,4.3997100435752685,2,753059.2580626542
4,2,2400,1901,3,2.0516981568460437,1,414800.7774948707
2,2,3110,1985,0,2.6069287928270266,1,544818.1238010176
4,2,4486,1980,3,3.5167685087602667,2,818341.1410177884
4,1,1949,1999,1,2.9641898070603645,2,406497.0160358718
5,1,1046,1913,1,1.3321173253564909,2,247608.87028651565
1,3,2503,1909,0,1.3542043261671717,3,442155.0626397145
1,2,2596,1934,1,2.3358694447245973,1,473191.051121166
3,1,1203,1924,1,0.9803122856156201,3,267417.21162774594
5,2,2903,1902,2,6.451341686930808,3,621579.295155182
4,3,2125,2010,3,3.2296038068345685,4,514550.9532245074
1,1,3831,2001,0,3.1575866938061745,1,672920.9969234676
4,1,3478,1916,0,3.6539837952587693,1,613302.3087500201
1,1,3339,1911,0,6.796564604992356,2,616641.2052044182
1,3,3884,1953,0,8.77102187409316,2,769099.0113589802
1,2,3159,2015,0,7.711325859278565,4,633907.0609896247
5,1,2361,1923,1,7.411527687138403,3,523114.20451871515
2,3,3356,1928,2,5.101716263208068,2,654078.6677559629
4,2,1185,1942,0,7.091152791190412,2,351879.603348158
5,3,4783,1924,2,5.75124249631904,1,868341.4575733994
5,2,2119,1999,2,2.5543800177720244,1,449790.5241058561
5,3,1931,1959,1,2.481589493539982,2,405831.71965622116
5,2,1375,1989,0,3.3157240653151927,1,335005.61525708437
5,1,2961,2001,1,9.152625374213226,4,702475.391207431
3,2,1865,1964,0,5.700440983607396,2,442915.2705949055
4,3,1743,1983,1,7.472101081517759,1,472390.73535599135
5,3,662,2018,2,3.7923082182572023,4,309174.19406545686
4,2,2474,1927,0,4.373299821319639,1,509856.94941810064
3,1,3791,1915,3,1.692872997053888,1,626515.0082672914
3,1,769,1946,2,2.1273020993058687,1,198014.79878494408
4,2,1131,1980,3,8.359887270848382,2,434953.5314785164
1,2,1405,2003,2,6.05596700104438,3,351428.2237814008
2,3,3971,1991,1,3.70655842589628,1,754149.4518924705
1,1,3753,1957,0,8.127086485457687,4,698740.2078942049
1,2,2514,1975,2,2.841939103560838,2,449621.2411555073
1,1,2141,1926,1,9.772310636701937,2,507003.4419294077
5,2,704,2017,0,3.7757672735886127,4,205514.3423299055
3,2,1081,1952,0,3.704454064436662,1,266129.58899437723
1,1,1340,1941,2,3.4631631025986995,3,295807.785725869
3,2,2219,1958,0,1.6600594012807353,1,353403.0918644643
4,2,3143,1946,2,1.5558028996541178,4,578291.2911067436
2,3,2797,1993,0,6.656997828074172,2,586220.2660982971
4,2,1374,2004,3,8.813621423301447,3,473043.97297834896
4,2,1189,1933,1,8.009944847580897,2,358709.53427648137
5,2,4500,1936,3,1.8405221432028354,4,787633.4049672828
2,3,3641,1905,2,5.683030157024631,1,708434.2920445866
4,1,1922,1906,3,1.50311968677808,3,356037.652845124
4,3,1171,1995,2,0.9302991143242357,2,282156.4535491422
2,3,1671,1995,0,6.735665664155289,2,425466.9298682702
2,1,4226,2016,0,5.583947169963328,2,776346.3926649888
4,3,1443,1924,2,1.279225009508973,1,310933.7868141705
2,1,1949,1932,3,0.8319228408568902,3,340745.11679646076
4,3,4237,1954,0,9.90268592738868,1,898874.3831021766
4,1,3039,1957,1,0.7852026554161828,1,470489.6145693975
5,2,4459,1906,0,4.723018403976517,1,785234.8066186451
1,3,4760,2015,1,5.293880733773108,4,864041.8905705333
4,3,2861,1956,3,1.614161404104228,4,554556.4535797302
3,3,4152,1911,1,2.106086895177304,4,673797.4440690812
1,3,4170,1915,1,3.842147560898349,3,723644.2951700726
1,2,2253,1979,1,7.735920824029795,1,512613.7224602326
1,3,2852,1942,1,5.317283028572533,1,510668.2559898072
5,2,2438,2016,0,6.560067808253135,4,597675.3383122626
4,2,870,1999,1,9.85915827336141,1,394050.9849206293
5,2,4979,1976,0,7.796051635475491,1,992170.4651036521
4,2,2431,1906,1,4.626434232341568,2,436045.95767989045
5,1,924,1999,2,4.741198257067213,1,296135.93236840685
5,1,1394,2010,3,6.378334731889548,2,414756.5841137943
3,3,1097,1950,1,6.820969479979591,1,355224.54688054963
5,1,3562,1972,2,5.256753795448377,3,662805.3933050425
2,1,2836,1931,1,6.6261816167423095,4,569524.5787541907
3,3,2187,1974,1,0.7235586969339383,2,449812.73409570457
5,3,1072,1907,1,4.581417207020019,4,310291.7778020387
1,3,2590,1996,2,3.1499117226980293,2,512320.0444995484
2,1,4169,1986,3,1.7271572298095488,2,666956.7094205567
2,1,4772,1988,2,1.4456918716833638,2,759857.6845947417
2,3,2133,2019,3,6.230325573339341,3,531160.3889462175
3,2,2017,1971,1,5.474205197949812,1,441789.6921879255
5,3,4793,1944,0,2.909049111465507,2,859287.3928860847
5,2,3157,1985,1,4.974025558338888,3,656373.0911909938
1,2,4148,1958,3,5.176206994232879,2,825533.6045758318
1,3,4088,1903,2,2.3525853141668502,1,647730.2453727297
2,3,2037,2003,1,6.694884087875681,2,504275.5470423069
1,3,3637,1966,2,7.9187338856678595,3,712837.3683999999
3,1,597,1928,2,8.01890363845043,1,208867.05340425047
5,2,3715,2004,2,6.223463391682823,3,787287.2923199852
2,1,4250,1928,1,5.360566533930633,1,753626.7152527967
1,1,3657,1997,2,1.0795678585512514,1,577776.5963048802
3,3,843,1997,2,3.234397339090256,4,272463.68727164075
3,1,1110,1927,1,1.3860787443926141,4,184489.88491471365
1,3,2227,1976,2,9.6563200283455,4,563321.2141958281
5,2,2790,1978,1,1.7832613891447266,1,512658.11246373766
1,3,2354,1986,3,1.9418663935854694,2,431023.1984366024
2,1,3108,1943,3,8.950977874139676,3,647303.3097372946
1,1,2579,1989,3,9.46731869302635,3,591985.4877619207
3,3,2824,1903,2,7.775375872731644,3,621679.4886234662
1,3,1677,1989,0,0.5513467748903638,4,232221.43109818693
5,1,1591,2003,0,0.5127895740873551,1,299215.05994462705
4,2,3291,1908,2,4.0919573129807825,4,577797.0993461738
1,2,2249,2018,0,1.862256015103479,2,386806.30314643757
5,3,3175,1904,1,0.6746683504401743,1,521102.0326567104
5,2,1281,1955,0,4.908633549342794,3,336964.1782375269
3,1,3548,1995,2,9.45908802536623,4,764021.4639646573
5,3,2605,1983,2,3.5762859615730984,4,527674.2064865069
5,1,4367,1949,1,6.780836445072617,2,845709.1418625918
5,1,2613,1974,3,6.6962358547581875,2,568809.6174236515
5,2,4470,1914,2,2.8852609848190935,4,752337.5632982289
2,3,2491,1931,1,6.679039863826711,2,542343.0919238972
2,3,1567,1927,0,2.517172755725467,3,311402.6692218279
3,2,2077,1921,0,1.6590704289804459,2,339438.9170512844
1,1,1511,2004,1,7.163141212817056,2,321008.7735038622
5,1,2774,1916,1,1.577687762487209,4,446016.483085048
1,1,2314,1958,2,9.970637576598875,4,560059.9561879839
1,1,2926,1989,0,2.2427978109271782,1,509971.1575607943
3,3,4902,2007,1,6.144347696186347,1,932204.5374855157
5,3,3051,1970,0,4.408058428419599,4,603336.5173915016
5,2,4157,2005,1,1.7006710128538376,2,794893.6953995598
4,2,507,1956,0,0.7645171219854272,2,119528.18940207468
1,3,3055,1925,3,6.415956681781916,1,632874.950805416
1,3,975,1924,2,8.164196855996698,1,298657.63473426155
2,1,2711,1909,0,8.499148784314068,1,528378.7794560571
4,1,984,1944,3,5.085777994230877,3,305998.7001711732
2,2,2785,1982,0,7.885826938232663,3,632080.5706592875
2,3,4025,1910,0,6.892047768141175,1,741348.0331079884
2,2,3839,1976,3,7.380418011241765,2,728742.4679340724
3,3,3322,1952,0,5.179690549607234,1,638204.8775071141
3,1,3424,1971,0,6.5174115323002075,3,668683.3781654933
2,2,758,2003,2,8.152496178972541,2,336220.37455267145
4,2,782,1967,3,4.279899667791719,3,255813.25173180926
1,3,2398,2010,3,8.156799558242046,2,592513.8881833174
4,1,4635,1994,1,6.124160006496097,3,848488.7790228192
5,2,3476,1927,0,2.076059731522469,2,568125.2390370279
3,1,2767,1974,2,0.7344994936335538,2,486131.7028888412
1,2,3700,2006,0,3.9461592037919444,2,668868.1419109066
1,1,1112,1964,0,5.693615118815228,2,273405.2134107463
5,3,1187,1948,1,8.478293345933139,4,401437.1733493588
5,2,4190,1946,0,1.7111139613323387,3,700717.9403132697
2,2,1112,1951,2,8.101960302994001,3,363847.1167795549
3,1,2807,2001,2,8.698585937638656,4,689238.7581481308
3,1,3513,1987,1,1.931531126507921,2,617944.0437758369
4,2,2281,1953,0,8.59014603339008,2,533295.1926190745
2,3,3091,1959,2,9.918808894506524,3,695632.0843224883
2,1,3196,1956,0,7.404968894958257,4,609707.3503910502
2,1,4458,1946,0,7.955311977337385,2,820293.2262654232
2,1,1074,1930,0,9.946945041809297,2,329227.6145801638
3,2,2410,2004,1,6.252071879996481,2,557912.0312246702
3,2,4104,1945,0,3.4249206291543692,1,640010.5061881361
2,2,1169,2013,2,8.456542923722528,4,419860.06620631914
4,2,4864,1925,0,6.337614886360496,2,885236.7349223457
1,3,1783,2012,2,6.021356525349088,1,485945.6925856727
1,3,1423,2013,0,2.9095377773833637,4,344560.4944115161
4,2,1625,1904,2,7.685175561037423,2,407861.0665893971
2,3,2029,1983,2,1.2758391206709145,3,410974.234436881
3,1,2094,1951,0,9.280727172549282,1,505512.85652062815
1,1,746,2004,0,3.595322877319605,1,151948.78861028535
5,1,4211,1974,2,1.7138592015049092,2,727397.9825233205
5,2,2060,2019,3,4.702482064472979,2,490443.30577519216
4,1,2900,1953,1,0.9034641379370649,1,482074.8206686663
2,3,2743,1932,3,7.00394884551718,3,637315.2226672247
1,2,4364,1949,3,9.075702349230884,3,869733.7195529217
2,3,2439,1937,0,8.453998567815834,4,532496.6000765668
1,1,3569,1926,1,1.7100099977548702,2,579160.5750955025
4,1,726,1997,3,1.6995758025234526,3,218955.08030388
4,1,4047,1914,0,8.227627582080508,4,744723.5059158126
5,2,764,1995,3,9.280415608729601,3,351052.36798772565
2,3,1895,1960,3,4.876363383418147,2,415843.8286878949
5,2,4057,1920,0,5.240225610680777,4,763762.0572304087
2,2,1145,1945,0,3.523489393164396,4,246679.73452221174
5,1,3490,1968,0,8.995518623435933,4,743938.9354426039
3,2,2399,1905,1,6.626577600277382,3,468918.3102361434
3,2,3004,1937,3,3.2383899830900007,2,578948.2741372356
3,1,3272,1961,0,3.3384372750153903,4,522189.15389136435
3,2,1654,1985,2,8.966400694104223,1,469043.57598039234
1,1,1087,1961,3,0.629523227105304,2,205102.06101995092
3,1,2321,1981,2,3.5659024409030646,1,432402.26269207767
4,1,1485,1977,1,5.766388471555506,1,394431.0014173712
4,1,4579,1973,0,1.9080658899435838,4,734281.4683350816
1,2,3848,1945,2,1.374938164896103,4,592046.9984775144
3,1,4331,1912,1,8.24512514536032,3,845214.5545233183
3,1,1741,1994,0,8.99684169216082,3,476435.08867069153
3,2,689,1993,2,8.324260997582801,3,344811.1219028967
5,2,1480,1902,2,9.038484952504803,2,464724.93866391346
2,3,2198,1993,1,5.754563725054529,3,438308.8007635673
5,2,2215,1905,0,8.216452149408248,1,534448.6089874229
2,2,3093,1992,0,4.148405064715454,3,563392.4716819505
3,3,4636,1907,2,6.829544684050866,4,850259.0739116694
3,2,4933,1943,2,9.893937548197062,3,985764.7779055809
5,2,1598,2008,2,2.6444133764717104,2,373012.24819419783
5,2,2826,2006,0,4.204047589765265,2,595343.9786817183
2,2,3747,2007,1,5.060450084445813,1,713237.9275010142
4,3,1395,1932,1,1.8111471266904915,2,298178.16790091124
2,2,2174,1980,0,1.2698667994180395,3,368741.7961879786
5,2,3409,2011,3,8.382367230055433,4,751374.0123721552
5,3,1430,1974,1,9.779546541862068,2,471082.9915685537
1,1,4884,1976,2,4.344888106381758,1,835427.1588656366
5,3,1223,1949,3,1.332673443849206,3,339034.42869634763
1,1,3440,1910,3,1.1252117265604766,1,568801.8945090481
4,3,1589,1994,1,8.967522960422837,2,480868.0597619719
2,3,1435,1927,3,4.90623537241296,2,356881.1493815711
2,2,2795,2007,3,3.540259507342723,1,549862.1157982033
1,1,655,1969,1,5.026382076774295,3,209034.30700721152
2,2,1570,1940,1,3.5238888995772997,2,329950.5966801154
5,1,2458,1915,3,5.14583986542239,4,520804.6727023378
3,3,3001,1967,2,8.6657857707204,2,614937.2458689727
1,3,4719,1998,0,6.126863025089909,3,883049.7271489718
2,1,4330,1947,3,7.099210841696666,2,803511.1911035171
1,2,1354,1955,3,3.9643714242261976,1,295763.9806287339
1,2,1139,1963,2,7.515805845849928,2,368022.5338710503
3,2,2738,1958,3,6.832862306354037,2,636527.8565371999
5,2,2102,1989,3,1.6358389786445362,3,453241.8581739259
1,3,941,1961,0,5.940107104598054,1,271988.35191168374
2,3,1836,2020,0,2.939063214942701,3,371781.1230453813
4,3,4200,1975,0,8.13890886151913,2,779622.0665276406
1,3,1448,1910,1,4.546408230435925,4,320191.06452325237
1,3,3873,2000,1,9.949499569366628,2,846915.3940821935
3,2,959,1988,0,1.378754160420156,3,212378.49545595236
5,2,892,1917,0,7.913304696031506,4,343409.74914157996
4,2,4438,1918,1,6.900166468650486,3,797198.5734771974
2,2,2287,1986,2,7.791238890611702,3,543093.8039008578
4,3,2757,1954,3,3.421533057159335,1,551223.1371534895
2,3,1638,2001,3,5.174517649132806,4,425437.63587625447
5,3,4308,2017,0,8.06683093737523,2,929734.9103213522
2,1,2954,1981,2,2.7091426503981224,3,525661.7974054934
3,2,1966,1925,1,2.647315369492195,2,360476.4961205307
3,2,4174,1905,0,5.734984056301857,1,719382.3441307739
3,3,1877,1903,2,5.47385400553363,1,456241.56689620914
3,2,3097,2007,2,3.181493468922862,4,561399.9638139915
4,2,641,2014,2,3.3317186799858165,1,231459.38777853103
5,3,3159,1928,1,3.139529050462372,1,635489.0076866848
2,1,1339,1958,1,7.829364588985633,2,380643.374231501
2,1,4118,1997,3,6.693058222843376,1,798056.7481643357
3,1,4417,1916,3,8.4079632423974,1,847751.566236105
3,3,1095,2006,2,9.766993768983207,3,419430.4256957187
1,2,2404,1942,2,5.004560814583871,1,475478.03517023934
5,3,780,2016,1,1.133591873351764,3,231425.19149214044
4,3,923,1979,3,0.9568769489143366,1,250078.25396466182
2,2,4865,1965,2,3.3088178730803817,1,796270.32282095
1,1,4749,1933,3,9.359173598848283,4,914479.7721711986
1,1,2250,2018,3,5.470524022223311,4,519826.22231662396
2,3,2467,1907,2,3.081971902761227,3,450593.8599272102
4,1,4588,1912,1,4.292084547854685,1,798719.1507897389
1,3,4678,2005,2,6.186653520344373,2,896191.7272780018
1,3,3446,1907,2,6.7030217523095015,4,649766.9315420387
5,2,1949,1993,3,1.9622353429375978,2,395131.56469732407
4,2,2831,1995,2,9.781800927179171,4,670326.306325567
1,2,2720,1999,1,5.675336156336494,4,565829.0373555977
4,3,4289,2010,2,1.7890390190266534,1,773227.152080903
2,2,3310,1993,1,8.98953490678827,4,752168.0236828078
3,1,2031,1964,1,1.2090650952545736,2,373103.0547101889
1,1,3490,1942,3,9.123486615186371,4,735189.35688191
5,3,4993,1938,0,9.967373734745333,3,1008374.4947377123
2,3,1643,1980,0,7.154102091986787,1,409977.0681066941
4,2,1433,1958,3,7.8192486002029025,1,441968.45440343284
2,3,1960,1983,2,3.7043769464411205,3,431683.86805452796
1,3,3223,1987,3,9.444980100972371,3,705890.0673055537
4,1,3012,2013,1,5.5322826780294925,3,651694.3850245577
3,1,785,1985,0,7.4576902426767715,4,321461.03922676423
2,2,764,1992,3,9.279023301157155,1,331076.73741271655
1,3,2867,1985,2,9.764209771767328,3,662389.3228074333
5,3,3947,1943,3,8.415441387668405,4,826610.0722673561
4,1,2262,1908,0,3.378666316329285,3,420619.6149215761
2,3,3548,1936,3,9.682201407244783,2,784712.1576562456
2,1,2881,1973,3,6.467135546813932,2,597602.8912559375
3,2,2769,1935,0,9.341103525343618,1,626018.5025168505
3,1,540,2000,1,6.9229977452363425,4,229769.1499935885
5,3,567,1991,1,3.4187701375533446,2,250959.43478502822
5,2,1487,1927,0,4.015232979356751,2,333832.52519848326
1,1,4508,1941,3,5.729481882477935,4,782813.558085594
1,1,3698,1942,0,8.005140994818879,3,661990.1630481196
5,2,3024,1984,1,3.520834237733182,4,594190.7136593224
5,2,1585,1987,2,6.007446078274825,3,445822.91897094174
4,1,2979,1941,3,3.7834374389758145,2,518956.70373685163
3,3,2193,2003,1,8.249809344033519,2,568408.3386470812
1,1,2815,1965,3,4.933916890795529,2,544984.331612123
3,2,1278,1954,0,1.2288668551024098,1,228921.59852335666
3,1,2085,1971,2,2.0774989540745956,1,399795.9341413713
5,2,1992,1947,0,1.0804943423865068,1,360093.32644079713
4,2,1160,1990,2,5.24337798713609,4,356446.83487613086
2,3,1848,1921,3,1.510204324808158,2,359760.25981803954
4,2,1799,2000,3,1.584329708441505,2,398406.76682259317
4,2,4440,1926,0,9.439958470364582,4,902719.6817434541
3,3,2486,2020,2,8.790223185672527,1,647662.5934330651
4,2,2544,1992,2,4.794822669707977,4,537070.434874739
1,3,4016,1966,3,9.865150548076954,1,835008.2598427092
3,3,1558,2007,0,0.5017720176212996,2,285152.7215307104
1,2,1476,1912,2,6.3328048345972405,3,353335.58776976744
2,2,1227,1944,3,6.356067685032766,1,379704.1465669684
3,1,3027,1909,1,4.845709030763938,2,539002.8654656
2,3,3636,1999,0,4.271005742875782,2,696060.3210502646
3,1,842,1908,1,4.826139787065772,3,200515.79562843643
5,2,1947,1953,0,4.442124142756965,2,431762.60573415516
4,1,2879,2019,3,7.4396785360818445,2,690127.2489234979
5,3,4159,2018,2,1.7858766322461985,1,786223.7319782226
2,1,1026,1926,2,2.3775725956157365,1,165681.1510838358
4,3,2396,1933,2,2.2149231697280243,3,474965.8337954491
3,2,2573,2014,0,2.993470558652013,3,517725.0556428791
4,2,905,1900,3,5.489954978425041,2,283386.273899178
1,3,2073,1931,1,1.5564830997130779,1,376767.7148118201
4,2,4240,1988,3,8.747608305601789,3,867614.6151190973
1,2,4774,1992,1,3.324934547430487,3,817680.2698187119
4,2,4727,1970,0,2.0441108809527244,4,822186.566142507
1,2,2346,2012,0,6.918402441183312,3,551266.7859103255
2,3,1978,1966,1,0.8618198556935331,2,373137.52146401996
5,1,2895,1983,1,6.38970136630456,1,593969.1467385691
3,1,1271,1919,1,7.132885091426748,3,309296.10756305297
4,2,1078,2016,3,2.541707048173832,4,306897.7328245605
5,1,3401,1993,1,0.8986586977145257,1,591642.5299224366
3,1,693,1934,0,3.9546309097347714,3,182033.32388776404
3,2,2507,1998,0,1.4366451872983965,4,433163.2792910516
1,2,1685,2012,2,1.6065395718967022,3,347304.81832269387
2,1,2894,2002,1,2.9154816987262135,1,528663.7676918878
2,3,3498,1990,3,3.3069452839542133,1,671584.5135928461
5,2,2292,1989,3,5.534718239703496,1,557330.2087846727
2,3,1610,1977,3,6.944722912278625,2,440553.2135536222
4,1,4505,1916,2,6.131323938266755,3,804657.5193308492
2,2,2761,1917,0,1.9094232042504098,2,478027.59716772375
5,3,4236,1944,3,2.134817308299951,1,739662.3840027449
2,2,4293,2015,0,8.848307873032688,4,856186.8024741035
4,1,2436,1992,2,5.80434699310908,3,568843.1352478685
1,3,4857,1983,1,8.764409412528046,2,934162.5819753194
5,1,1229,1952,1,4.029691857538807,3,300978.3960597621
1,1,4878,1990,1,6.336800070597576,4,865636.7546841258
1,2,3951,1981,3,5.474802452518802,2,701565.5120182812
1,3,4957,1967,1,3.5316731532943946,1,847100.771765768
3,1,2640,1964,3,4.964196034319156,2,510518.37659691944
3,1,2144,2013,2,5.273663329855855,3,490437.77741320606
1,3,3300,1900,2,2.407324260188447,3,581287.4479547967
5,1,641,1957,3,3.49259853757895,3,167647.6274222376
4,1,1955,1925,0,8.018392629816269,3,450444.9279963183
4,3,2596,2008,1,9.199988274814208,1,671207.8463204086
2,3,1825,1919,1,3.918043888680345,2,319527.15481286246
5,3,1713,2015,1,3.416236680985673,1,458681.36763026926
3,3,1659,1986,3,2.3543730634328837,1,386934.7621887448
1,2,4999,1909,2,6.945666102180522,1,915843.642591908
2,3,840,1958,1,3.569447165830204,3,224790.24673881833
4,2,4328,1974,2,9.88362062144229,3,898289.393171941
3,2,2468,1940,1,3.5940056196075556,3,465556.7035221744
3,2,1203,2004,1,4.244292444434967,2,378291.0750774878
1,1,4913,1904,3,6.23167486401433,4,885036.1312927133
4,2,2929,1964,0,8.116000785317397,3,646478.7081940667
5,2,2300,1916,3,4.96042732078352,2,502068.59070694004
3,1,1355,1921,1,4.515232320995104,3,312427.2417095254
1,1,2312,1997,1,9.958559419150678,3,626760.0589078001
5,1,3366,2019,0,0.5996895908294722,1,590461.7866430157
4,3,4142,2008,2,9.003120244086835,1,897011.3897847059
3,1,682,1940,2,1.9168378464275055,1,152671.7970131754
5,1,3612,1992,1,7.9662901239846775,2,765498.6836676796
5,2,4992,1967,2,6.370349818539831,4,930531.4509120163
