SquareFeet,NumBedrooms,NumBathrooms,Garage,Age,Location,Price
1885.6847371603592,1,1,1,52,Urban,400299.4736099159
3671.06343231491,4,1,0,65,Suburban,236006.88822344664
1408.3405345532676,2,2,0,77,Suburban,193477.13367499987
3530.445949962128,2,1,1,81,Urban,90373.8571109694
4864.604207482717,2,1,1,47,Suburban,70925.47876641506
922.5532210523827,4,2,1,59,Urban,247610.49238506964
3526.7095320130684,5,1,0,42,Rural,206087.8907759831
2496.87598687057,3,2,1,72,Rural,299895.8762807866
4406.640144698775,5,2,0,3,Urban,370367.79670178064
1297.1740525132366,1,3,1,77,Urban,68003.06610821134
3616.81678501774,3,1,0,74,Suburban,273297.69936626696
4271.518803416496,1,3,1,93,Urban,437887.3523818908
4750.763987633105,4,1,0,90,Suburban,254824.96376314777
3574.6161273034063,5,3,1,92,Rural,284558.99492784846
2737.286438037923,2,2,1,51,Urban,269056.3283225042
3280.3125809054623,3,2,0,31,Rural,225406.81331753466
4410.072430154232,2,2,0,93,Urban,99553.78576551759
3067.7438598747335,1,2,0,89,Rural,106860.29705713698
636.7417686357659,2,1,1,93,Urban,130590.15878196202
4689.2691297814,2,1,1,50,Urban,406654.0884039447
3602.870379642025,4,3,1,9,Suburban,173899.53525277093
3544.310235997609,4,1,1,11,Suburban,476655.7017989348
1470.5381857897273,5,1,1,96,Urban,414576.57494148304
3464.9846160469574,1,3,0,97,Suburban,358043.3006894065
2272.389825443713,4,2,0,81,Urban,374177.1332280831
3430.5483966867146,4,3,1,38,Urban,71434.49390525802
979.6686363859583,5,3,1,79,Rural,305775.2151439453
3460.303870713662,3,2,0,67,Suburban,473475.6094647784
4997.361765967999,5,3,1,9,Suburban,67599.58252662902
716.9541748725021,2,3,0,91,Rural,180957.43333109305
4897.283828995928,2,3,0,81,Urban,73180.17146027091
2331.0858232529176,4,1,0,72,Suburban,306383.7100397745
4418.390526517666,4,2,0,85,Urban,102290.28222673807
4020.734678262231,5,2,0,9,Suburban,265662.57030097966
3051.573174440005,5,3,1,22,Suburban,373977.2465543951
3823.021441630969,1,1,0,76,Urban,123997.3407209604
4453.3200258560655,2,2,1,87,Urban,389913.99668522185
2318.6314474296487,5,2,0,12,Suburban,77092.00787745442
1971.649227034574,3,3,1,47,Rural,117331.01611564851
3504.170235036131,1,3,0,88,Rural,176049.66343200055
4135.306738735664,5,3,1,43,Rural,408244.58033543924
3930.283106494771,4,2,1,92,Rural,432561.6001055304
4090.1614198638554,5,3,0,79,Rural,149170.9164648067
2460.1249166581983,4,3,0,63,Urban,93102.72148647325
4180.253972787597,4,3,0,39,Suburban,431579.2020562632
1040.940749167738,2,1,1,5,Rural,342215.34688494814
2950.2009408238227,2,3,0,71,Suburban,121034.94637940663
525.9139722415471,5,2,0,97,Urban,300972.55331783864
1960.6362345512164,5,3,1,81,Suburban,442567.14479849074
2149.07690692129,3,2,0,42,Urban,81281.72392329335
2282.7771122416493,1,1,0,31,Suburban,87674.5551417261
3629.60243010438,1,1,1,48,Suburban,173123.49229815564
2248.5114557165557,5,3,0,73,Urban,343518.0465193955
2519.1213018013877,2,2,1,97,Suburban,130103.82926176934
1568.9485889344735,3,3,0,86,Urban,417365.241942724
2179.63306233203,1,3,1,18,Suburban,387693.5795577321
1522.7133226841815,5,2,1,83,Suburban,302452.18413259124
829.3816569579964,2,2,0,51,Rural,102230.46696665444
3215.5186702162005,2,2,1,51,Suburban,494698.922740489
3506.9575934975733,2,2,0,33,Rural,270515.13330327126
3287.706557043265,4,2,1,58,Rural,253432.91654027582
2585.723197102576,2,1,1,80,Urban,498006.08585029206
2209.0360108065343,5,1,0,4,Urban,438740.71856210125
4385.001423073214,3,1,0,65,Suburban,255365.4803141666
2835.8680331129813,5,2,0,40,Urban,238461.34367132242
2656.3184493337894,2,2,1,33,Rural,93159.22215514374
615.3892961289606,3,2,0,53,Suburban,466930.28587508586
2035.6152243177037,1,3,1,19,Urban,429698.6814736391
2210.880284536357,1,1,1,53,Urban,189501.1217959599
2294.702514036052,5,1,0,65,Urban,388994.57940594974
3110.7756615229955,3,3,1,91,Rural,393228.2418232659
2901.211460270953,5,3,0,17,Urban,152559.82275197672
3235.572917570501,3,1,1,43,Suburban,326144.9614724074
3941.9746769395774,3,2,0,47,Suburban,164762.96153549512
4158.435824222421,5,1,1,34,Suburban,405448.7233711602
3731.553843019225,3,2,1,78,Rural,119214.36611731132
4799.856631797206,2,1,0,38,Urban,351007.6994092748
582.0466220436274,3,1,1,2,Suburban,196705.27024329256
1381.0009355759576,3,3,1,18,Urban,66281.92589087081
534.0329374016395,5,3,1,86,Urban,105667.0898949019
3413.6362136957136,1,2,1,82,Suburban,344704.6121826173
4541.137470274942,4,2,1,17,Rural,157961.43644989206
1595.6703345933468,3,1,0,93,Suburban,333965.9176631022
4671.6554515833795,4,3,0,82,Suburban,236669.97470057913
771.2032563030239,3,2,1,4,Rural,361721.058744311
4704.962120624814,5,2,0,54,Urban,271826.879983466
2082.302092578355,5,2,0,12,Urban,188846.19372252695
956.3937280214743,3,1,1,33,Rural,115618.63093592082
2686.4229163384653,5,2,0,87,Suburban,203494.2135895761
1655.4945547422858,5,2,1,17,Rural,335702.3350670389
1781.9280588286526,3,3,0,67,Suburban,383213.07733884593
1882.8048421682895,1,3,1,99,Rural,122152.85367799575
4113.616540246985,3,3,1,71,Urban,348922.5839996527
2926.225745038645,1,1,1,42,Rural,130675.77934318053
1900.8846462020165,5,3,1,64,Rural,149818.70457049255
3246.5020248991327,1,3,0,40,Suburban,289092.75812600675
3722.678034004371,5,3,0,37,Suburban,180141.03588923364
1726.8080033009019,1,3,1,99,Suburban,347717.94855641894
2360.970956864082,1,2,0,37,Rural,480099.48090869223
1048.487420016264,3,1,1,12,Rural,117001.4906018274
1315.1720729060614,1,2,1,21,Suburban,306729.87453923747
3565.0303428424227,5,2,0,28,Urban,465484.63220293674
1316.4725646303214,3,1,1,8,Suburban,129438.03949322557
2863.2352265017707,1,2,1,90,Rural,215082.90652318616
3690.708177750947,3,3,0,67,Rural,105627.57574540422
980.9461539263473,4,1,1,16,Suburban,338916.9732412768
3052.904988330066,3,2,1,36,Suburban,351114.31746261555
1654.532526656137,4,2,0,63,Rural,348882.0437460367
4833.170938569109,4,3,0,66,Rural,293957.17176350544
2675.9554102396614,3,2,1,3,Urban,385817.3905089974
4126.966473988212,5,2,0,39,Suburban,66144.78337099087
2976.019439703178,5,2,0,15,Suburban,480881.0693503878
695.3563978466863,5,1,0,10,Urban,149943.29356820905
3349.1811901731007,2,1,0,90,Rural,104702.88591128454
4781.315039929957,4,2,0,25,Rural,473511.2193238692
3207.2531906584904,3,2,0,94,Urban,423696.61236271245
4186.349867420556,5,3,1,97,Suburban,394191.688681256
4478.929085067835,5,1,1,71,Rural,97135.56902254172
1526.3589737701961,3,1,0,64,Urban,413388.14615427464
1454.20177958702,4,1,0,1,Urban,324060.5853544022
3249.4144498294627,3,2,0,90,Urban,379358.8749553303
2349.6281141301715,2,3,1,44,Rural,490131.6259182766
4279.375862900241,2,3,1,42,Rural,137498.5297031001
4550.104055291051,3,2,1,2,Urban,276971.8823683385
2090.3962068622313,4,2,1,33,Urban,389008.3759066017
1565.9175153851693,5,3,0,79,Rural,245145.35784726424
4012.3648185973784,2,3,0,64,Rural,74593.88731319382
1736.6271599666125,2,1,0,63,Rural,100147.50449398452
4201.764433311553,4,2,0,6,Rural,320941.3876455302
2406.8221414194327,2,1,0,34,Rural,178251.86587584045
3503.974546811617,2,3,1,21,Urban,112028.29128616702
929.9089122560068,4,1,0,47,Rural,202951.3988860621
3307.3669610445786,3,3,1,31,Rural,140441.41942015348
2532.954554317531,5,3,0,25,Urban,60772.75995864849
3139.7380842896337,5,1,0,5,Urban,118316.29485522474
1256.0639348518853,2,2,1,45,Suburban,447385.0824129527
3815.9318522488197,5,1,1,54,Rural,55416.77712622223
4382.586848944528,3,1,0,74,Suburban,398232.63661734306
1475.3291004084904,2,2,1,94,Suburban,389057.4976422126
930.7154998407277,5,2,1,54,Urban,303906.9597615452
606.3736372085137,1,1,1,84,Urban,143801.4945687668
3388.871751994697,1,3,0,56,Suburban,445126.65093510423
3231.9231623995133,1,1,0,85,Suburban,263784.00595727446
2960.138357213315,1,3,0,62,Suburban,127942.80307148094
1543.7619325218893,1,2,1,0,Suburban,243060.16662015175
2259.0769815748163,2,2,1,20,Rural,137712.7524849137
3175.1435083377787,4,3,0,19,Suburban,219203.52850846606
2735.4508648662622,4,1,0,72,Urban,273509.4969545541
4945.034840966993,2,2,1,90,Suburban,211955.40036592245
1113.9788865052992,2,3,0,28,Suburban,345669.92333271547
3628.150493214172,3,3,0,42,Urban,471163.01183979725
2319.4344564693147,4,1,1,96,Suburban,206667.20644113357
2426.8982671652666,1,3,1,44,Urban,210082.78122641856
3729.189945461793,2,3,0,64,Rural,382236.1117710194
3615.9626809596634,1,1,1,2,Rural,288765.9191844881
4960.651971659848,4,2,1,95,Urban,242977.7478293335
1077.7743025435634,5,2,0,19,Rural,416213.68480542616
968.4934222287485,5,2,1,80,Rural,450966.2302361351
3759.524677079335,2,3,1,36,Rural,315763.9727212326
3102.741126528841,3,3,0,37,Urban,133296.47273997773
1733.7229995191265,1,1,1,73,Suburban,259828.65005089005
857.3871604504398,2,3,1,44,Rural,276966.79796666035
885.4621231839374,3,3,0,92,Suburban,244493.31069988676
4523.858935988532,1,2,1,41,Suburban,168094.34548942297
1363.402961234343,4,3,0,45,Rural,262544.8134757345
1955.1720295198434,5,3,0,59,Rural,250945.76844396035
1519.953810021446,3,3,1,95,Suburban,144272.0857783724
2097.483376243718,1,1,0,12,Rural,456543.79355122923
812.4072923574201,2,3,0,30,Urban,448403.4278813606
2835.7690590872166,1,1,1,67,Urban,391827.39280276536
804.2565361649671,2,2,0,61,Rural,230425.9599255266
4101.604285200627,5,3,0,48,Suburban,216653.85855146102
1551.7043685969486,5,1,1,17,Rural,372409.419828184
2930.053615720298,1,2,0,74,Urban,323653.655751381
4460.355894026562,1,3,0,52,Suburban,320269.245776041
3428.948160712374,2,1,1,17,Rural,105850.1873726855
2898.310039481009,2,1,1,50,Urban,328227.70113295177
1959.5018890191902,3,2,0,40,Suburban,455838.3550055146
1998.5086087618906,3,3,0,96,Urban,88617.41180169504
3512.6912983918555,3,3,0,66,Rural,202627.08458185432
4973.6271254952535,1,3,1,64,Rural,279056.4311511825
3478.2763543222036,3,1,0,82,Urban,358704.27267416916
3010.025378165112,1,3,1,5,Urban,90335.71830031303
3787.9272960766075,5,1,0,73,Urban,442762.7869799799
2593.4252552767316,4,1,0,36,Urban,68245.52918366816
770.6405417035335,5,2,1,11,Urban,435960.35006325913
3030.335671450594,1,1,0,80,Suburban,62443.29013936481
4809.313780274211,1,2,1,90,Rural,119085.48694731007
1288.8632406094684,4,2,1,1,Suburban,410145.7222191531
3605.0220086929958,2,3,0,52,Urban,437073.9967417003
1404.201598965754,2,2,0,24,Suburban,492019.62317880156
2911.224580128866,2,3,1,27,Rural,102071.67275465385
935.0440234102383,3,2,1,44,Urban,286903.00224078423
2526.669213161833,2,1,1,36,Urban,84720.12194286074
3902.7349800286074,3,3,0,16,Rural,120383.43168373233
2064.0718590754195,3,1,0,68,Suburban,128522.23605786348
3492.102760192481,2,3,0,55,Rural,78524.71315658845
4079.5248235537815,2,1,0,57,Rural,451840.9126677517
4672.300187657537,4,2,1,82,Suburban,106859.98310646194
1555.889368349541,4,3,1,3,Suburban,333203.3793555457
2296.9216211418866,3,3,1,54,Urban,331586.1790534136
1185.8720599868784,4,3,0,48,Urban,139390.34241479548
4966.175759712689,3,2,0,37,Urban,499285.06755610154
4671.504355659329,1,1,0,44,Rural,206315.49793814882
2929.807086262518,3,2,1,29,Suburban,457292.46693352755
4289.149824693895,3,2,1,95,Suburban,476728.1295141853
2844.31089772419,4,2,1,36,Urban,477044.9664348634
3306.135596012419,1,1,1,55,Rural,388776.91442077525
901.0599445220748,5,2,0,26,Rural,164212.25239039236
3898.7168922356354,5,3,0,31,Suburban,104294.9083146161
1074.7106763585566,5,2,0,10,Suburban,306448.23971939983
4217.304336136378,1,1,1,57,Suburban,212017.60899365472
4019.1263945167366,2,3,1,76,Suburban,423967.555318651
3689.351139843394,1,1,1,34,Rural,385245.5236775382
662.7217123614296,4,2,1,16,Urban,174410.73327803524
1864.0776017539788,3,1,0,29,Suburban,57656.855160377956
1684.006564598793,3,3,0,17,Suburban,156792.09152791038
2120.613833621836,4,1,1,29,Suburban,305202.01290901995
894.3923604372735,4,3,0,89,Rural,85548.86249566736
4716.310203639782,3,3,1,15,Urban,346222.6698724767
2992.110083205693,2,2,1,74,Rural,352263.3281475349
1874.859397961106,2,2,1,53,Urban,126227.26506194557
2286.4168268342755,2,3,1,3,Rural,318343.20533844386
2512.4114322717605,4,1,1,14,Suburban,323137.1425825552
3202.6745001227778,3,3,0,75,Suburban,265090.1658593243
2820.55742463424,3,2,0,26,Urban,478960.61338799336
4637.263879464878,3,1,0,3,Rural,98673.43113432481
2736.335673076236,1,3,0,34,Urban,232981.55091631398
4964.711066704907,1,2,0,84,Rural,447314.34751392243
4331.412309852931,5,3,0,62,Suburban,223841.30785682422
1438.2973146080112,1,3,1,99,Urban,241087.8240524007
4687.678465897623,2,3,1,65,Urban,350723.2461966287
1023.6487904846424,2,1,0,38,Suburban,349503.59731081186
4178.523688210362,2,2,1,27,Suburban,60305.88129744444
2212.80482064461,2,2,1,33,Suburban,255063.84175082922
4450.884442002813,5,3,1,32,Suburban,200080.33011428424
4406.255105483527,2,3,0,49,Suburban,332462.8612160538
4126.664300529295,4,3,0,59,Suburban,300066.0420628722
4055.1369633817762,4,1,0,71,Rural,342887.732201164
1871.0561259411836,4,2,1,71,Rural,344195.3239277018
864.1367737306348,1,3,0,41,Urban,164692.33758843513
2313.410804443227,3,2,0,85,Rural,160909.14405613317
1280.860317439289,5,3,0,90,Urban,216627.07776041894
3627.2799000610776,4,2,1,27,Rural,158881.3072415123
2057.448769420035,4,3,0,74,Rural,357263.6350184001
4890.245903869617,2,1,0,26,Suburban,321289.68885100656
3384.3743480539943,4,3,0,0,Rural,147374.15298892255
4201.1625363546245,2,3,1,91,Rural,447847.16395986103
1096.3610273383179,2,3,0,90,Rural,257298.17678201076
4379.0651702268015,3,3,0,7,Suburban,107173.95048124986
4652.407357310274,1,3,1,45,Suburban,145834.51464121192
2691.7786346852117,2,2,0,23,Rural,292932.7534086554
3228.1382198793985,2,2,0,39,Urban,202290.80740501772
3941.6441040634795,3,1,0,50,Rural,433049.87146751076
1286.7738226718566,2,3,0,99,Suburban,272630.9333309766
2761.5473440854907,5,2,1,23,Suburban,461882.6601954817
2293.983624975409,1,2,1,21,Urban,95821.91642225964
1158.682964730121,5,3,1,73,Suburban,350866.90984764113
2153.9049003118917,4,3,0,67,Suburban,448603.18355871004
806.775392234721,1,1,0,7,Rural,181818.71400074914
616.1535812726914,4,1,0,57,Urban,111059.41834187962
1108.2483011967024,2,2,0,14,Suburban,255490.13209018912
4834.018002151282,3,1,1,7,Suburban,482600.4018474278
2972.882911527576,5,2,0,92,Rural,335057.86647649424
4846.19972518949,4,1,1,41,Rural,339789.6369636077
2446.240452485594,2,3,0,38,Rural,352175.5645387649
1903.1725988836681,5,1,0,34,Rural,67892.6190172059
2777.6383827810982,5,2,1,40,Urban,250542.4105959766
2477.802598848096,4,1,0,47,Rural,84907.40469876931
975.4910791778476,2,2,0,77,Urban,192136.47321737919
3383.718416105928,3,2,0,95,Suburban,419719.56095159485
1472.1718212931983,4,1,0,70,Suburban,345321.47737716313
3288.145797040233,5,1,1,43,Rural,498007.7144308918
3425.90491579169,5,2,0,96,Rural,127469.49096770461
1184.1118390789165,1,3,1,34,Rural,228674.40628344045
776.0733219980067,2,1,1,26,Suburban,414338.0973453205
4013.427137307979,1,2,0,64,Suburban,147061.22107704083
2569.1019069619406,3,3,0,69,Suburban,119174.83084810626
761.7370797746411,4,2,1,65,Urban,242425.65064722172
4976.898427263952,5,1,1,70,Suburban,222676.92057087566
760.0125244836499,2,2,0,71,Rural,491092.6734065082
3627.658529863489,5,2,0,62,Urban,255313.18806199284
4926.555163685362,1,2,1,92,Urban,437425.8543962391
1576.3104689716652,1,1,0,79,Urban,449584.48365525034
1140.1221590923828,4,3,0,28,Suburban,121042.27134248416
1046.23222740093,2,3,1,30,Suburban,371887.1605618046
1864.73816405418,2,3,0,63,Suburban,174923.2126451315
954.7061495479102,4,3,1,85,Suburban,92632.53571818328
3614.7260376235936,1,1,0,52,Rural,443617.2099957141
780.3130915852821,1,2,1,73,Urban,181594.86843350815
2792.3995766740536,1,3,1,67,Urban,205414.55158586454
4985.135842338395,5,3,1,24,Urban,195795.06643370297
4162.866212777084,3,1,1,12,Urban,140132.94032901645
3268.487472039549,1,2,1,80,Urban,245526.52191288082
1878.1412935397525,3,2,0,39,Rural,242731.76936109786
3307.531263312373,3,3,0,71,Rural,233938.23157003234
2871.686587602432,2,3,1,86,Urban,462333.9862204607
2417.3752275066718,4,2,1,6,Urban,202888.2329131151
1088.1966953308977,5,1,1,31,Suburban,63670.508754870505
4489.7189685821,3,2,1,23,Urban,130296.65280834933
2524.0309196959515,5,2,1,0,Rural,374673.68445806316
1375.801303193443,2,3,0,46,Suburban,315886.37284153
2154.917078947803,1,1,1,50,Rural,478280.6616835335
2363.583886380172,3,1,0,35,Suburban,362495.79823589744
4223.920530050935,4,1,1,26,Suburban,137408.7530294201
3801.2647125263093,2,3,1,69,Urban,104289.8983822864
3961.8720213860292,5,1,0,41,Rural,284341.8988915146
549.6406899289125,1,1,1,94,Rural,349368.231264054
2372.6929918089268,5,3,1,75,Urban,124536.53208584138
2666.0486823589563,4,2,0,89,Suburban,320761.8546722232
586.3652457037551,3,1,0,88,Suburban,439262.90776834585
1669.159439352654,4,2,1,67,Rural,377406.01764186996
3921.3042040496075,5,1,0,69,Urban,348885.9863968134
1116.9936757804958,5,2,1,12,Urban,405198.974529466
2908.8955915366623,4,2,0,24,Rural,96837.21907417892
1468.4084240775687,4,3,1,94,Suburban,141724.15511503752
554.5434858975198,4,3,0,21,Suburban,67144.77366160508
1585.4065591979368,1,1,1,98,Urban,115240.07544204056
4891.431897095242,5,1,0,20,Suburban,460932.0542012869
4106.9170034734525,2,3,0,14,Suburban,149965.2175627909
4818.09489944465,1,1,1,66,Suburban,347943.7473556383
2695.343197668631,1,1,1,36,Rural,361205.2621109203
993.8128940487658,1,3,1,44,Urban,340396.45673881465
2965.817700381618,2,2,0,25,Rural,299264.47193113854
2544.6980055198237,4,1,1,80,Rural,268758.6563510653
4299.6068723282715,5,3,1,54,Suburban,238964.37880137874
941.3716135291006,3,1,0,49,Urban,462604.41347822815
2697.0851165980016,3,1,0,34,Suburban,54281.46239471539
1175.2189911229293,5,3,1,40,Urban,74070.33171211189
1961.0416710052698,2,3,1,71,Suburban,271630.6094761918
3818.1068482450983,3,1,0,10,Urban,198729.53681188688
2642.081582159449,1,1,0,87,Urban,233703.5958964639
2191.4972831559617,3,2,1,7,Suburban,499031.83380152355
2275.143253565159,5,2,0,53,Suburban,398810.61463829904
2567.5104578269397,1,3,0,93,Rural,444833.5801947012
4032.574447266756,3,1,1,0,Rural,215858.55391052633
4514.381100231055,5,3,1,97,Urban,157802.19800277957
4799.006089267677,2,3,1,19,Suburban,395595.71074510075
4041.065238148828,5,1,0,99,Suburban,413409.2424157007
1919.3310308660573,2,2,1,33,Rural,297454.30068838445
3596.60617738944,1,3,0,56,Suburban,453173.68159128696
2469.214058249264,5,3,0,97,Urban,485296.3655578966
1646.0177992072304,4,1,0,12,Urban,261959.30529408954
4283.922107416652,4,2,0,53,Urban,150200.0005013295
672.9185703304624,4,2,1,52,Rural,282700.8981730912
4557.928964609406,4,1,0,51,Urban,495289.95065403654
2576.6485908113036,4,3,1,5,Rural,181817.086857386
3367.406645637262,2,1,0,35,Rural,327919.6956797605
3467.092649926022,5,1,0,24,Urban,362292.6488314762
4528.029833179414,1,2,1,90,Rural,146267.95745537465
3365.013569752433,4,3,1,57,Rural,314806.60526997456
3262.7011314202778,4,3,1,54,Urban,191528.15268610194
799.9341825231048,1,2,1,94,Urban,434394.324089034
2832.8360987534184,1,3,1,2,Rural,371639.1068177199
1175.7605036766874,4,3,1,27,Rural,421819.89236554585
3818.451959246685,2,1,0,67,Suburban,139857.0775663799
2804.9986436570352,1,1,1,80,Urban,65558.61755850544
3561.02500643759,5,1,0,37,Suburban,432736.5581644437
687.5280527107292,5,3,0,33,Rural,224039.39018739347
881.5640722061145,2,3,1,83,Suburban,130875.0853604669
3723.45524628207,3,3,0,12,Rural,91352.91437028721
824.3795119940302,2,3,0,4,Suburban,282425.36272569105
820.6552749436637,4,2,1,59,Rural,117557.5786753756
554.4881385569935,3,2,1,87,Rural,305011.41099856555
4804.256292347661,4,3,0,16,Rural,377287.94413073506
3818.787617565531,5,1,1,56,Urban,290776.17718231346
2089.631338259289,1,1,1,30,Rural,456664.90220981644
1834.4101157944485,4,2,0,91,Urban,120006.33095103702
2073.664533856323,5,2,1,64,Rural,272279.06296272454
3985.9408903153185,2,3,1,65,Suburban,123435.7067239845
3476.1677498168647,4,3,1,32,Rural,444155.86690094596
1333.3800554036056,5,3,0,92,Rural,469507.67435801215
1283.4920090033795,1,3,0,3,Suburban,229998.1467392815
942.7804237102879,4,3,1,81,Rural,187586.7160319036
3471.3622386560214,5,1,1,54,Rural,175692.24294316192
3939.676979997812,4,1,1,23,Rural,436877.30569583044
1692.7089274625182,1,3,0,31,Suburban,357098.86608199036
594.2523246391077,4,1,0,72,Rural,446266.87459422543
869.7725036439231,4,3,1,46,Urban,102882.57326770238
4855.370156802637,5,3,1,15,Urban,264212.5675388315
1829.5014986483911,3,2,0,20,Urban,354280.5925092931
3961.5041652716013,4,1,1,93,Urban,453690.84233875776
3310.986059844187,3,1,1,66,Suburban,221908.6462608449
2218.7283784380315,2,2,0,96,Rural,190890.53271962504
1425.5926798799978,4,1,1,30,Urban,460834.5691336306
1046.238881717329,3,2,1,13,Rural,71389.97142357312
3267.5583561749,2,1,0,5,Rural,265817.9704350111
3985.852012870046,5,3,1,68,Suburban,256381.9522729624
3397.569140935088,4,2,0,28,Rural,115725.38625086547
2886.3595996212125,5,3,0,54,Urban,227727.55003162017
688.7805054423632,2,3,0,36,Urban,375169.8829925675
4858.199499174727,5,1,1,58,Suburban,215090.80004941428
4094.2138624455856,5,2,1,35,Urban,189347.21582440077
1817.6991651543412,1,3,1,84,Urban,401852.9740578558
4909.866482114828,2,3,1,75,Suburban,494921.93496233085
3208.4671533634496,5,2,0,58,Suburban,400708.5682686259
3120.901961932609,3,1,0,86,Urban,430854.4796715868
3866.3293074328944,2,3,0,77,Suburban,472775.3374156308
4152.964046405619,1,1,1,63,Suburban,410797.60973421414
3454.153732991762,4,2,0,42,Urban,491159.4304175186
1076.4308586479,5,1,0,41,Urban,386277.91464067774
2022.2037769752428,3,2,1,73,Suburban,347685.14802525885
4676.376381467224,1,1,1,59,Rural,362006.84716233116
1510.7702532973335,2,1,0,61,Rural,455036.82204874285
2174.75160726881,5,3,1,63,Urban,357353.6678878093
2444.345973248882,1,1,1,90,Urban,392542.3269264532
2477.3224536250345,1,3,1,57,Rural,147204.47016367712
3258.2281212253647,3,2,0,1,Suburban,460692.3258206645
4743.841269851184,4,2,0,77,Rural,251245.95898064485
1583.1172032462723,4,3,0,70,Rural,122480.29891076215
1046.7561933541313,4,1,0,80,Urban,409904.2361423576
1388.617204369718,2,2,0,83,Suburban,210376.85793483836
4491.1620509417135,1,2,0,7,Rural,132853.61433272954
3406.148656948427,2,2,0,55,Suburban,165313.02162676776
1786.5805515762206,1,3,0,83,Urban,65727.04117571161
4171.761225358778,3,2,1,35,Rural,90780.34230202326
4376.164983635463,3,2,1,68,Urban,316681.13092375634
4309.314524106251,2,2,0,12,Rural,439798.02264250506
4635.169401377995,2,2,1,38,Suburban,251838.68602947178
1635.0845907801272,3,3,1,80,Urban,331726.1640348752
3897.688679358252,5,3,0,5,Suburban,414379.8955531779
2572.4277377336302,4,1,0,18,Rural,210546.0097061312
4288.993488005277,4,2,0,24,Urban,344441.3316581004
3778.2080472272596,3,3,1,2,Suburban,207694.5916059293
3994.013509248761,4,1,1,52,Suburban,339221.90964743117
3452.728269564822,5,1,0,27,Rural,147923.47406266158
1298.429462613681,5,2,0,25,Urban,490027.844421689
2952.6211350362223,1,1,1,46,Suburban,84279.99585044451
4931.013827860287,2,3,0,7,Urban,277354.78228515096
4718.246299237036,4,1,0,56,Urban,178833.38587343466
694.2818110865526,5,1,1,54,Urban,320377.02566723817
1241.666670782467,2,3,1,78,Urban,242738.14095990997
1092.7794805455287,2,1,0,0,Rural,187999.51442446717
3766.90959493383,1,1,1,39,Suburban,162516.93722732097
4180.033984356252,2,1,1,22,Urban,132124.37638892667
1460.8011483980235,2,1,0,99,Suburban,402295.69228494307
2776.3371182832307,3,2,0,53,Suburban,149989.97169214074
4283.1636260504,1,2,0,41,Suburban,398086.7883691619
3797.606951448128,1,3,0,79,Rural,268267.3741194551
2940.0674247133175,4,1,0,49,Urban,82502.60961028919
3156.564607064478,2,3,0,3,Urban,124449.20494418114
2787.6224611232597,4,2,0,7,Suburban,451807.0898549894
1838.9680309346925,5,1,1,35,Suburban,321267.1199023084
3042.5989678655724,2,1,0,9,Rural,132949.930424758
3599.983859225408,5,2,1,29,Rural,366694.2118403605
4429.9531213736345,3,1,0,99,Suburban,420467.78499282047
3363.3110929066165,2,1,0,15,Urban,198793.91640131368
3925.046916694211,4,2,0,29,Rural,300467.84576482064
1220.3223572955785,4,3,0,63,Urban,182052.48662741165
2577.0086348890545,2,3,0,73,Rural,86027.7729742638
541.9922892219198,4,1,0,10,Urban,229779.08498162116
1610.0548903473036,2,2,1,33,Suburban,388144.4086016988
3769.077718008522,1,3,0,79,Rural,256406.1254997246
4963.144781072136,4,3,0,54,Suburban,232371.05360907078
946.3014481424716,2,1,0,82,Rural,214703.23497773954
2306.724421375797,2,3,1,3,Suburban,256512.57020129735
4100.319359146218,4,2,1,48,Rural,193203.02845969945
1418.1603558300449,1,3,0,43,Rural,325482.88771034364
2997.8822718602883,4,2,0,30,Rural,78604.69078611275
3798.8208321335364,2,2,0,47,Urban,413324.6780512914
3271.934526170806,1,1,0,98,Urban,127925.1262190019
1346.1113057693726,5,3,0,97,Rural,335050.12772993505
2099.2305590858277,3,1,1,25,Suburban,252447.13537350832
4027.0630301842875,4,3,0,69,Suburban,398072.0960954631
2994.019313594075,2,1,1,96,Rural,421762.99406947545
523.5332609431073,1,1,1,90,Urban,141890.1674835502
3924.4584201264224,1,1,0,11,Urban,354730.61634699005
658.9010972310758,5,3,1,44,Urban,135458.3780453778
3855.8020222905448,4,1,0,7,Urban,105799.21737569809
1411.1625207435684,1,2,1,8,Suburban,468633.245662063
4811.330660537211,5,3,0,0,Rural,123975.08169860429
2155.7333808593803,2,2,0,4,Rural,152659.36966223002
1971.192273521356,5,1,0,70,Rural,108645.80350458602
1169.996226496001,4,1,0,81,Suburban,261631.35021715512
1875.2189697059669,5,2,1,53,Urban,463823.29513597564
4444.928428226903,1,1,1,23,Urban,168825.08242051
4983.504519322613,1,3,1,25,Suburban,293833.4588371804
2157.3928872808174,3,2,0,9,Suburban,235156.43169174422
2518.7478392954417,5,3,0,60,Rural,201204.23487821463
3749.3192219123166,2,3,1,39,Rural,307468.7110686086
4487.881012092836,4,3,0,43,Suburban,301501.8055259649
3168.6995038405285,3,1,0,11,Suburban,211714.9703978003
2261.865641800232,5,1,1,21,Suburban,432753.4834547188
2356.798283818807,2,2,0,26,Urban,73927.44848728634
3630.2816592356307,3,2,1,66,Rural,88357.27782528856
514.4821862192541,1,3,0,81,Suburban,495851.56698503206
