TransactionAmount,TransactionTime,MerchantType,CardType,CustomerAge,TransactionLocation,Fraud
40.420073358008416,9907,Utilities,Credit,65,Urban,0
476.07049144933984,32780,Food,Debit,71,Rural,0
543.4815593737055,57879,Entertainment,Credit,59,Urban,0
228.52198636710636,85159,Food,Credit,53,Rural,0
964.0648183183482,35085,Health,Credit,19,Rural,0
909.5451563263048,65499,Health,Debit,48,Urban,0
722.42109222045,20426,Food,Credit,18,Rural,0
533.8532421365973,48197,Health,Credit,20,Rural,0
870.0991904880373,7485,Utilities,Credit,76,Urban,0
131.52169147963946,49527,Retail,Credit,30,Urban,0
790.7192844806101,64600,Food,Debit,48,Rural,0
125.69599315288146,81439,Utilities,Debit,46,Rural,0
794.4164518868561,68748,Utilities,Debit,74,Suburban,0
276.4918006831056,58528,Utilities,Debit,61,Urban,0
877.2134904371708,27799,Entertainment,Credit,50,Suburban,0
944.0980517315725,46339,Food,Debit,70,Rural,0
149.64717343571053,16087,Food,Credit,27,Suburban,0
463.2129294603281,7446,Food,Debit,55,Rural,0
981.0063907845224,50460,Retail,Credit,26,Suburban,0
483.92402853717346,58260,Utilities,Credit,18,Rural,0
863.6839749920306,14877,Food,Credit,61,Rural,1
589.1427906091885,24723,Health,Credit,54,Rural,1
375.95457801168226,12943,Entertainment,Debit,49,Urban,0
286.49777197034433,10306,Retail,Debit,50,Rural,0
204.0198679950012,36784,Entertainment,Credit,19,Urban,0
762.0363931863195,20455,Utilities,Credit,63,Rural,0
387.15396631620484,71448,Health,Debit,19,Suburban,0
511.7641867385504,29974,Utilities,Debit,76,Rural,0
492.83315452118075,27371,Food,Debit,22,Rural,0
577.7017502038981,3936,Entertainment,Credit,27,Suburban,0
865.7115684789277,33166,Health,Credit,69,Rural,0
980.758604239846,25727,Entertainment,Credit,55,Rural,0
408.17662436524313,63969,Retail,Credit,54,Rural,0
827.6914031841968,28368,Health,Debit,19,Suburban,0
764.7632668600629,68531,Retail,Credit,58,Rural,0
573.9554225041177,39097,Health,Debit,78,Urban,0
956.0910964683212,34984,Food,Credit,59,Urban,0
201.2740410128744,50859,Entertainment,Debit,57,Urban,0
110.15494609931179,44291,Entertainment,Credit,42,Urban,0
854.1080049884667,65228,Utilities,Debit,76,Suburban,0
439.71066681711454,22150,Health,Debit,55,Rural,0
847.1218853528534,22061,Health,Credit,54,Urban,0
893.1971149902195,29178,Retail,Debit,70,Rural,0
63.395136025452366,56790,Health,Debit,35,Rural,0
883.5812982230747,65696,Entertainment,Debit,44,Suburban,0
448.87073631405275,15648,Health,Credit,37,Rural,0
510.922056515228,61779,Utilities,Credit,67,Urban,0
626.9659185821171,36672,Utilities,Credit,51,Urban,0
926.4562241233567,69109,Entertainment,Credit,61,Suburban,0
20.096978335334267,60521,Entertainment,Debit,25,Urban,1
477.36662484949926,34593,Entertainment,Debit,21,Urban,0
688.0343203881301,13786,Health,Credit,77,Suburban,0
722.9842507405302,9815,Health,Debit,47,Suburban,0
692.8398991055709,21966,Food,Credit,69,Urban,0
135.30069427871373,13794,Retail,Credit,72,Suburban,0
300.09619278330956,31423,Health,Debit,53,Suburban,1
359.35680989159647,21302,Food,Credit,26,Urban,0
804.6327704718254,61064,Food,Debit,58,Urban,0
279.4811125421385,85140,Utilities,Credit,29,Suburban,0
211.49425890333598,27835,Health,Credit,31,Rural,0
957.490571019058,73356,Food,Credit,79,Rural,0
9.85442182835543,49282,Utilities,Debit,52,Urban,0
997.8230348262962,52714,Retail,Credit,23,Urban,0
677.1444775585383,67035,Utilities,Debit,64,Rural,0
828.640830149668,23814,Retail,Credit,40,Suburban,0
295.324776949847,24089,Entertainment,Credit,68,Rural,0
15.300962389392918,73162,Entertainment,Debit,21,Rural,0
738.1316490429685,55831,Utilities,Debit,79,Urban,0
834.3104524036751,32746,Entertainment,Debit,18,Suburban,0
740.7356558215656,81673,Health,Debit,76,Rural,0
143.70743701353777,51940,Utilities,Debit,26,Suburban,0
753.6744943347121,36476,Food,Debit,72,Urban,0
769.1538593255333,26283,Health,Credit,75,Rural,1
658.8819751543848,1769,Utilities,Debit,65,Urban,0
766.3498168627906,42278,Retail,Credit,72,Rural,0
846.0755182380544,46994,Entertainment,Credit,26,Suburban,0
613.9905101232209,62898,Entertainment,Credit,61,Urban,0
89.51610925570938,15634,Entertainment,Debit,63,Suburban,0
488.14018185754367,10965,Utilities,Credit,32,Rural,0
78.57168533693346,27566,Health,Credit,71,Urban,0
408.1354880013984,52196,Retail,Credit,41,Suburban,0
407.699382636502,48285,Entertainment,Debit,70,Suburban,0
66.94383429610134,55499,Health,Credit,65,Rural,0
349.47171343550986,19420,Food,Debit,25,Urban,0
111.88710069252352,25236,Food,Credit,45,Suburban,0
808.426974799213,6218,Retail,Debit,59,Urban,0
947.7403379385063,49892,Entertainment,Debit,63,Urban,0
73.24415878268067,74031,Food,Credit,34,Urban,0
955.1600920844097,64057,Health,Credit,52,Urban,0
523.0540227374084,78609,Health,Debit,48,Rural,0
300.26611227592,76907,Food,Debit,21,Suburban,0
77.78521320088734,83130,Entertainment,Debit,65,Urban,0
501.12364380234743,11226,Retail,Credit,31,Suburban,0
794.7210289462579,52271,Entertainment,Credit,76,Suburban,1
707.3793907894315,10046,Utilities,Credit,42,Suburban,0
51.17578545250979,37117,Food,Credit,73,Rural,0
73.82893353253561,4965,Utilities,Credit,63,Urban,0
403.47040935000445,59478,Food,Debit,65,Urban,0
295.99520355389535,78872,Retail,Debit,57,Suburban,0
233.1519387329918,57277,Entertainment,Debit,67,Suburban,0
281.72349440980486,85379,Entertainment,Debit,24,Rural,0
803.6792605535877,59613,Food,Debit,48,Rural,0
929.298825578222,17373,Health,Debit,77,Suburban,0
405.69759183303887,45452,Utilities,Credit,52,Urban,0
906.2048911303646,50089,Entertainment,Debit,55,Rural,0
322.1742055466341,6654,Entertainment,Credit,37,Urban,0
476.9605493574478,31280,Food,Credit,33,Rural,0
226.80296881818373,56141,Health,Credit,39,Urban,0
640.8355661336682,67894,Utilities,Credit,53,Suburban,1
979.002134059634,26583,Health,Debit,36,Rural,0
603.8896029473352,6360,Health,Debit,19,Suburban,0
358.4562700294353,53968,Food,Credit,21,Rural,0
648.1696285445379,3743,Health,Credit,75,Suburban,0
123.79775778692218,7159,Utilities,Debit,51,Rural,1
888.7704211851333,32151,Retail,Debit,24,Rural,1
503.5808668290565,518,Retail,Debit,64,Rural,0
449.9003922976024,16652,Utilities,Credit,66,Urban,0
586.2789236650657,78461,Food,Debit,31,Urban,0
625.159078926613,71011,Entertainment,Debit,60,Rural,0
72.70403042028651,42348,Food,Credit,49,Suburban,0
682.934604002179,75422,Utilities,Credit,34,Suburban,0
242.68974863521404,77001,Health,Debit,54,Rural,0
714.2386798740832,76757,Retail,Credit,72,Urban,0
822.7122595898126,24395,Health,Credit,31,Urban,0
804.1545490449678,2335,Food,Credit,34,Urban,1
552.9484664404812,70112,Utilities,Credit,49,Urban,0
520.6497224184404,500,Retail,Credit,77,Suburban,0
143.7330853780723,8083,Utilities,Debit,77,Rural,0
775.5708042527325,81256,Retail,Debit,69,Rural,0
272.13797106626765,5543,Retail,Debit,70,Rural,0
497.19872739512857,68812,Retail,Debit,19,Suburban,0
284.9898188345892,52237,Food,Debit,56,Urban,0
134.69453463669345,6613,Utilities,Credit,21,Urban,0
629.9281391948448,66863,Entertainment,Debit,57,Suburban,0
55.27770278808092,40540,Entertainment,Debit,47,Suburban,1
748.8965888920737,76202,Entertainment,Credit,47,Rural,0
318.26920846585557,26255,Utilities,Debit,50,Rural,0
1.1345583114808346,85666,Health,Debit,59,Suburban,0
511.61801009799257,22068,Utilities,Debit,18,Suburban,0
47.80505661907552,49057,Retail,Debit,50,Suburban,0
276.8933882630786,18946,Health,Credit,53,Urban,0
707.2695109682604,20547,Retail,Credit,66,Rural,0
63.626932000244,85237,Retail,Credit,48,Suburban,0
839.4991538636464,5769,Utilities,Credit,54,Suburban,0
4.816102735924525,24883,Entertainment,Debit,31,Urban,0
247.57704533270035,61340,Health,Debit,79,Suburban,0
741.1631520959194,79199,Food,Debit,23,Rural,0
316.95387957957746,35162,Entertainment,Debit,24,Urban,0
102.79049567794752,85924,Food,Debit,57,Suburban,0
360.87368488162747,33434,Utilities,Debit,41,Rural,0
271.122893098141,22102,Health,Debit,67,Rural,0
842.8691902583944,21536,Utilities,Credit,77,Urban,1
314.034569667558,77891,Food,Credit,21,Rural,0
789.1435393042312,67770,Retail,Credit,72,Urban,0
891.980272665924,50388,Utilities,Credit,74,Rural,0
434.383602156953,50775,Health,Credit,42,Suburban,0
910.0332007105376,31147,Utilities,Credit,76,Urban,0
377.94073590922966,50526,Entertainment,Credit,20,Rural,0
964.1143380736181,23659,Utilities,Debit,45,Urban,0
90.20023500104736,82096,Food,Debit,40,Rural,0
687.3322472367395,23088,Utilities,Debit,53,Urban,0
494.32022641647177,68464,Health,Debit,74,Suburban,0
388.2611566501914,59998,Utilities,Credit,72,Urban,0
633.0791668698523,40382,Utilities,Credit,65,Urban,0
704.1532345426969,28184,Health,Credit,30,Suburban,0
5.3589063806587784,20099,Utilities,Credit,78,Rural,0
167.7861356584515,69810,Health,Debit,39,Suburban,1
713.3330045836843,37739,Food,Debit,42,Urban,0
666.7190281646283,8389,Health,Debit,72,Suburban,0
966.0814576235485,17352,Food,Debit,60,Suburban,0
761.2767524605322,21148,Food,Credit,41,Urban,0
950.8219350236067,31828,Health,Credit,60,Urban,1
702.8379610332721,68040,Utilities,Debit,54,Suburban,0
298.75415643080373,56795,Entertainment,Debit,69,Urban,0
106.25955732860562,58620,Health,Debit,50,Rural,0
782.0420394815907,57114,Utilities,Debit,31,Rural,0
644.50507225444,40711,Food,Debit,41,Rural,0
49.137826380902936,17748,Retail,Debit,39,Rural,0
360.69041543507734,33691,Entertainment,Credit,69,Suburban,0
956.8430156688019,65282,Utilities,Credit,68,Suburban,0
500.90074456449105,60360,Entertainment,Debit,54,Suburban,0
433.29640688368494,10246,Retail,Credit,69,Urban,0
458.2419055541347,59395,Retail,Credit,76,Suburban,0
209.67384128115856,32486,Retail,Credit,76,Suburban,0
369.3384636939304,30340,Health,Debit,40,Urban,0
370.44344273118946,84874,Entertainment,Credit,23,Urban,0
53.30266516728493,50300,Health,Credit,36,Urban,0
767.8000608894004,3086,Retail,Credit,29,Rural,0
417.0879274719751,14860,Utilities,Credit,43,Suburban,0
822.3577069296068,17013,Retail,Credit,46,Suburban,0
850.4976531187755,7407,Health,Credit,76,Suburban,0
212.7820606439594,33542,Retail,Credit,77,Urban,0
657.6961286879584,24935,Retail,Debit,31,Suburban,0
472.80952235881875,49079,Health,Credit,34,Rural,0
880.2765811835636,34111,Health,Credit,47,Suburban,0
216.52493849727767,56550,Utilities,Credit,24,Suburban,0
678.1353871097342,75697,Health,Debit,38,Urban,0
608.1443701304698,76955,Utilities,Credit,18,Rural,0
296.0061760942609,40565,Food,Debit,66,Suburban,0
137.46430274752143,19283,Food,Credit,55,Urban,0
651.9881207167992,66470,Health,Debit,21,Rural,0
738.8588606741984,79552,Retail,Debit,63,Rural,0
316.3117164195867,38233,Entertainment,Debit,25,Urban,0
645.1877714182915,22695,Retail,Credit,35,Urban,0
395.73577670389176,42734,Health,Debit,69,Urban,0
713.4936763993351,81257,Utilities,Credit,77,Urban,0
200.01605961915905,1505,Retail,Credit,62,Urban,0
890.3247876335382,5363,Food,Credit,25,Urban,0
288.12218686911416,48708,Health,Debit,48,Suburban,0
368.4182017683967,43614,Retail,Credit,48,Urban,0
59.03386012826944,1010,Retail,Debit,45,Urban,0
112.40070010895512,19861,Utilities,Credit,73,Rural,0
516.3460408096158,24125,Utilities,Credit,65,Rural,0
268.3250840512435,9369,Utilities,Credit,54,Rural,0
835.6447455164522,69393,Entertainment,Credit,20,Urban,0
15.678695266298888,26671,Health,Credit,62,Urban,0
379.71495462326425,75400,Health,Credit,32,Suburban,0
338.0082012223236,64512,Food,Credit,21,Suburban,0
20.308303286683433,75656,Food,Debit,52,Suburban,0
125.2440306015097,85759,Health,Credit,76,Suburban,0
414.22903224371663,44138,Retail,Credit,51,Urban,0
493.37171986299916,53420,Health,Debit,79,Rural,0
404.8854575076142,68089,Entertainment,Debit,53,Urban,0
531.4067407336818,15489,Food,Debit,74,Urban,1
595.5365432307758,59789,Food,Credit,23,Urban,0
10.913897306707796,69925,Food,Debit,21,Urban,0
464.63106429405036,49703,Health,Credit,66,Rural,0
963.5357416467007,76625,Food,Debit,47,Rural,0
519.5132478494191,58228,Food,Credit,56,Suburban,0
677.8647251914942,3051,Health,Debit,35,Urban,0
312.55199405896633,38090,Retail,Credit,77,Suburban,0
774.2173867746097,28805,Food,Credit,39,Rural,0
773.148560394239,44557,Food,Credit,27,Rural,0
521.7747516064848,2555,Food,Debit,66,Suburban,0
976.0378094559344,50241,Entertainment,Debit,46,Rural,0
126.42466454789073,78303,Health,Debit,40,Rural,0
17.930717224691413,65994,Food,Debit,21,Urban,0
770.3880535453388,16066,Entertainment,Debit,76,Urban,1
807.3483818275176,4721,Retail,Credit,36,Rural,0
121.08702189145566,77982,Retail,Debit,43,Rural,0
266.3172501256475,6304,Entertainment,Credit,24,Suburban,0
18.53481100326228,42967,Retail,Credit,30,Suburban,0
294.01530216978415,78763,Utilities,Credit,20,Rural,0
773.3687320447528,40462,Retail,Credit,57,Urban,0
518.4425671848663,71834,Utilities,Debit,28,Urban,0
348.7474975751198,50155,Entertainment,Debit,33,Suburban,0
372.36755561142394,75842,Utilities,Debit,37,Urban,0
2.352272089752686,2589,Retail,Debit,68,Urban,0
300.5007270376707,37078,Food,Debit,40,Suburban,0
646.8122828962926,54918,Utilities,Debit,40,Suburban,0
974.2202493725407,13601,Retail,Credit,49,Urban,0
847.2137661569157,7711,Food,Debit,58,Suburban,0
24.571369680883596,59430,Entertainment,Credit,59,Rural,0
898.6620440701645,63327,Entertainment,Credit,72,Suburban,0
783.4152148853273,3970,Health,Credit,55,Rural,0
780.5957474474094,69535,Entertainment,Credit,20,Rural,1
458.5377632445679,36176,Health,Debit,69,Rural,0
398.6072876615483,41730,Entertainment,Debit,25,Suburban,0
303.6128131043594,82168,Entertainment,Credit,55,Suburban,0
66.62916409541141,13385,Entertainment,Debit,74,Suburban,0
229.00712813020542,5950,Health,Credit,57,Rural,0
247.3570313430466,73511,Health,Credit,31,Suburban,0
484.5929926404914,53009,Utilities,Credit,25,Urban,0
747.6969621900973,23398,Retail,Credit,28,Urban,0
474.3360185695487,25277,Retail,Debit,59,Suburban,0
58.78660499771345,26761,Retail,Credit,75,Rural,1
957.8320111872157,64435,Entertainment,Debit,72,Suburban,0
942.7815947750181,63944,Retail,Credit,59,Urban,0
785.40435360526,31533,Health,Debit,60,Rural,0
991.3365736626564,72502,Utilities,Debit,50,Suburban,0
544.9378504674627,72123,Food,Debit,32,Suburban,0
962.8055819029529,22880,Utilities,Credit,54,Rural,1
76.52943557613402,70627,Retail,Credit,31,Rural,0
366.31506751310997,41753,Retail,Debit,72,Urban,0
226.15588673875908,82597,Health,Debit,43,Suburban,0
196.63725105013577,1561,Utilities,Credit,74,Urban,0
141.6621459437834,53205,Health,Debit,77,Urban,0
622.7912279244307,59810,Health,Debit,69,Rural,0
781.5405338915577,64482,Food,Debit,25,Suburban,0
578.7201010209403,69192,Health,Credit,66,Urban,0
147.81574687862147,86066,Health,Credit,21,Urban,0
811.3126461635375,28330,Food,Credit,53,Rural,0
636.3187524565648,16139,Entertainment,Credit,35,Suburban,0
388.77754042086855,32977,Entertainment,Credit,44,Suburban,0
674.4561652405268,4983,Food,Credit,76,Urban,0
260.64507426359,39909,Health,Debit,36,Rural,0
345.8470162857163,64480,Retail,Debit,20,Suburban,0
917.5683572888582,49029,Utilities,Debit,26,Suburban,0
291.214001165749,21329,Retail,Debit,56,Urban,0
470.5182798897787,36734,Retail,Debit,19,Suburban,0
890.2509962586187,42837,Health,Debit,26,Suburban,0
708.0136289172599,74354,Utilities,Credit,73,Suburban,0
63.14102293853805,76454,Utilities,Debit,23,Suburban,0
148.15574123469136,66786,Entertainment,Debit,55,Urban,0
8.833749181144901,4758,Food,Credit,45,Suburban,0
631.2908684389342,67699,Health,Credit,65,Suburban,0
448.2257519850079,82673,Utilities,Debit,51,Rural,0
135.14057605137324,21832,Health,Debit,46,Urban,0
957.9761869357137,1868,Entertainment,Debit,65,Suburban,0
530.1300642216743,50665,Retail,Credit,20,Rural,0
242.6514008187763,41862,Utilities,Credit,71,Urban,0
501.10296758355287,19728,Entertainment,Credit,79,Suburban,0
679.9407124023727,39857,Health,Credit,33,Rural,0
77.16297875559091,28183,Entertainment,Debit,61,Urban,1
275.4291112328441,18940,Entertainment,Debit,52,Suburban,0
807.1585253931096,5280,Entertainment,Debit,28,Rural,0
460.20520553225856,2164,Entertainment,Credit,60,Urban,0
547.0305648902626,79624,Entertainment,Credit,40,Rural,0
433.38318620725977,18405,Entertainment,Debit,47,Rural,0
44.85604270036211,2821,Food,Debit,65,Suburban,0
166.58403004033576,55090,Health,Debit,22,Rural,0
446.096097103149,22516,Retail,Credit,69,Suburban,0
209.97627994251988,10473,Health,Debit,25,Suburban,0
50.929049631019055,46454,Utilities,Credit,60,Rural,0
843.8060143877719,42530,Utilities,Debit,60,Rural,0
981.2113366349517,77714,Health,Debit,67,Rural,0
793.3497311227427,82633,Entertainment,Credit,68,Rural,0
853.9311367829623,79632,Food,Credit,27,Urban,0
242.73515318672833,69081,Retail,Credit,45,Suburban,0
960.6663485376865,24798,Entertainment,Debit,53,Rural,0
197.72877874897495,863,Health,Credit,77,Urban,0
951.4783805514704,16148,Health,Debit,27,Rural,0
994.8244746719851,54459,Food,Credit,31,Urban,0
712.0110829403027,83345,Food,Debit,55,Suburban,0
981.1625880600301,84224,Health,Credit,54,Rural,0
569.9702397875366,66189,Entertainment,Credit,64,Urban,0
260.2822413929143,8129,Entertainment,Debit,22,Urban,0
437.5588897799552,23118,Entertainment,Credit,72,Suburban,0
593.9673744434072,443,Retail,Debit,73,Rural,1
74.00848046498797,27041,Retail,Debit,23,Rural,0
622.7209213526288,21053,Entertainment,Debit,47,Suburban,0
981.1966589255322,37204,Health,Credit,36,Suburban,1
190.9175421339439,42240,Food,Debit,69,Suburban,0
792.8025211720949,61102,Utilities,Credit,79,Urban,0
907.9908949858398,8291,Food,Credit,66,Urban,0
943.7578912274006,16285,Food,Debit,31,Suburban,0
960.1754688010418,61589,Utilities,Credit,28,Rural,0
521.9381790827505,13944,Entertainment,Debit,63,Urban,0
977.3306000835122,54391,Food,Debit,22,Suburban,0
757.5528969273045,1607,Utilities,Debit,62,Urban,0
162.50976480072492,2953,Health,Debit,48,Urban,0
477.423206361502,44941,Health,Debit,61,Suburban,0
718.612844196632,71469,Health,Debit,75,Rural,0
248.09297550326426,76922,Entertainment,Credit,49,Rural,1
640.9745683653384,61683,Food,Credit,41,Urban,0
666.9338785675726,70218,Food,Credit,68,Rural,0
163.5370440647573,11154,Retail,Credit,27,Rural,0
565.5202271403035,9047,Health,Credit,30,Suburban,0
771.8552840676291,75874,Entertainment,Debit,64,Suburban,0
499.396768871406,14323,Utilities,Credit,69,Suburban,0
13.091013659331319,37693,Entertainment,Debit,30,Rural,0
10.029430610212884,58730,Food,Credit,53,Rural,0
357.6723146260422,26292,Health,Credit,39,Suburban,0
926.2678743633502,45111,Retail,Debit,26,Rural,0
229.44810282400516,75453,Entertainment,Credit,75,Suburban,0
634.7293251828155,75681,Retail,Credit,36,Urban,0
222.85379482262726,39491,Food,Credit,69,Urban,0
322.34831966988907,49336,Utilities,Debit,71,Rural,0
848.1940475118824,16905,Entertainment,Credit,71,Rural,0
729.132580827677,30273,Food,Debit,24,Rural,0
96.30387803589741,26234,Health,Credit,32,Rural,0
429.2733189654472,78885,Entertainment,Debit,34,Urban,1
30.140593881619203,66538,Retail,Credit,63,Suburban,0
481.409256456406,32573,Entertainment,Debit,31,Urban,0
662.7715776893671,64320,Food,Debit,58,Suburban,0
119.38412097455341,11330,Food,Credit,65,Rural,1
289.5960539702565,80516,Retail,Credit,19,Suburban,0
398.43878887665477,72553,Food,Credit,31,Suburban,0
919.6114936313937,41353,Entertainment,Debit,21,Suburban,0
993.261760407541,16011,Retail,Credit,20,Suburban,0
45.86638769662024,83537,Food,Debit,20,Urban,0
761.2469155718967,60985,Food,Credit,28,Rural,0
372.3523423359409,17044,Entertainment,Credit,22,Rural,0
393.06572804325054,38292,Food,Debit,65,Suburban,0
754.5107083736757,5250,Entertainment,Credit,72,Rural,0
918.5080057132633,23289,Health,Credit,46,Urban,0
950.9776659080459,33087,Entertainment,Credit,45,Suburban,0
577.5454634522824,75952,Utilities,Debit,40,Rural,0
357.7640381412023,36368,Food,Debit,47,Rural,0
787.7615367729205,70815,Health,Debit,79,Suburban,0
251.75038187903795,61040,Retail,Debit,40,Urban,0
564.5099548046843,58900,Utilities,Credit,68,Suburban,0
359.2198830633483,15494,Retail,Credit,58,Suburban,0
656.9744426341682,45166,Utilities,Credit,39,Rural,0
241.1585139806134,25333,Health,Debit,60,Rural,0
192.40135278909094,33050,Health,Credit,29,Suburban,0
918.3208475887617,79566,Health,Debit,44,Suburban,0
102.70187926658737,48070,Utilities,Credit,75,Rural,0
506.4519498271967,5166,Entertainment,Debit,76,Suburban,1
221.6319301800459,7121,Retail,Debit,57,Urban,0
39.89103336234178,14677,Entertainment,Credit,63,Suburban,1
36.98279947313497,56561,Entertainment,Debit,79,Urban,0
176.0465503337215,81909,Food,Debit,66,Suburban,1
866.9035841514942,37664,Retail,Credit,69,Suburban,0
283.19626523304964,1293,Utilities,Debit,32,Suburban,0
950.5087114047204,22443,Food,Debit,64,Rural,0
582.0406706962043,49212,Food,Credit,40,Rural,0
437.17757557899733,84131,Health,Debit,61,Rural,0
580.5087458347851,75276,Utilities,Debit,58,Rural,0
517.1816868410415,12559,Entertainment,Debit,61,Rural,0
759.0174775035679,65231,Entertainment,Credit,36,Rural,0
283.2135699068794,39044,Entertainment,Credit,61,Suburban,0
353.6973412087021,21747,Health,Credit,28,Urban,0
894.2002082307175,73509,Entertainment,Credit,77,Rural,0
946.510056637255,80869,Retail,Debit,55,Rural,0
892.665669258988,30129,Entertainment,Credit,57,Suburban,0
420.0285459633563,37,Entertainment,Credit,60,Rural,0
780.5851375038748,48503,Retail,Credit,20,Suburban,0
476.8593975677977,28207,Health,Credit,33,Rural,0
498.0423122939561,33241,Food,Debit,49,Urban,0
205.47542894822666,58,Utilities,Debit,55,Rural,0
591.539172955258,68172,Health,Credit,26,Rural,0
186.94976185559457,14834,Entertainment,Debit,58,Suburban,0
332.23313436812657,81113,Food,Credit,55,Rural,0
855.1751714183152,27190,Utilities,Credit,22,Suburban,0
207.86873340164436,72832,Utilities,Debit,18,Urban,0
72.08712688825938,21383,Utilities,Debit,52,Rural,0
69.93858502020349,24660,Retail,Debit,52,Suburban,0
940.8437359826048,2674,Retail,Debit,29,Urban,0
507.41351752387277,22820,Food,Debit,53,Urban,0
410.0026597452013,85040,Entertainment,Debit,38,Suburban,0
811.0677024269105,25666,Food,Credit,65,Suburban,0
835.9901019826056,43794,Entertainment,Debit,60,Rural,0
332.858842082489,2076,Health,Credit,25,Urban,0
693.9244394163214,64854,Utilities,Credit,78,Urban,0
771.3516930360347,52342,Utilities,Credit,44,Suburban,0
654.9960361790886,37555,Retail,Credit,26,Urban,0
152.44347972529928,55208,Health,Credit,45,Suburban,0
876.00720043354,32406,Health,Debit,47,Rural,0
539.5554581832727,61572,Entertainment,Debit,31,Suburban,0
283.18995394363367,40262,Health,Credit,40,Rural,0
425.80295725225625,23216,Retail,Credit,46,Suburban,0
38.533519308508474,68117,Entertainment,Debit,43,Rural,0
128.73893442119515,81136,Food,Credit,39,Urban,0
765.781203765345,30284,Entertainment,Debit,32,Suburban,0
1.0116231206107749,20171,Food,Debit,68,Suburban,0
417.1492626538099,14333,Entertainment,Debit,26,Suburban,1
522.9876709045028,30535,Utilities,Credit,43,Rural,0
55.579785580971325,75940,Food,Credit,34,Suburban,0
973.1050848093605,33700,Retail,Credit,26,Suburban,0
226.89920591842227,83583,Food,Credit,20,Urban,0
304.8945209166446,41516,Food,Credit,74,Suburban,0
304.6385697427723,15577,Entertainment,Credit,33,Suburban,0
231.18624545523255,15015,Utilities,Credit,30,Suburban,0
2.4723482642251047,21236,Entertainment,Credit,43,Suburban,0
729.6154492939083,66640,Entertainment,Debit,34,Urban,0
966.878654299486,83190,Utilities,Credit,49,Suburban,0
225.06918980176002,45704,Entertainment,Debit,41,Suburban,0
663.384144611619,42369,Utilities,Debit,71,Urban,0
742.1544306317564,3646,Retail,Debit,79,Rural,0
848.5769537114342,25906,Utilities,Credit,74,Rural,0
423.2065678165955,47728,Health,Credit,53,Urban,0
303.62797473478884,14878,Utilities,Credit,77,Urban,0
325.9698388890081,9145,Utilities,Debit,70,Rural,0
712.9087117654143,18226,Health,Credit,39,Suburban,0
816.9626870391304,2802,Utilities,Credit,77,Rural,1
182.43235378884606,24119,Food,Debit,26,Suburban,0
371.57006714960744,63560,Entertainment,Credit,39,Urban,0
902.0382565524009,57353,Entertainment,Debit,58,Urban,0
806.8868261750445,62126,Retail,Debit,67,Urban,0
984.8735443597134,71641,Retail,Debit,63,Rural,0
754.4940114223987,51712,Health,Credit,37,Urban,0
393.80200582689434,52189,Food,Debit,20,Rural,0
591.0471961606431,57784,Retail,Debit,53,Suburban,0
661.353239993073,68285,Entertainment,Credit,50,Suburban,0
79.37736050080683,42949,Retail,Debit,35,Suburban,0
544.9524621447612,34129,Retail,Credit,53,Urban,0
709.611507644137,24512,Utilities,Credit,27,Suburban,0
168.15398269705932,79031,Retail,Debit,53,Urban,0
780.8510857081316,63554,Health,Credit,38,Rural,0
584.1890077335976,2064,Entertainment,Credit,42,Urban,0
952.2695639118971,51567,Health,Credit,66,Suburban,0
43.3798759086848,30011,Health,Credit,57,Urban,0
266.0608114179115,71152,Food,Debit,68,Urban,0
601.9523254205243,73511,Utilities,Credit,26,Rural,0
297.2633522937248,10960,Health,Credit,65,Urban,0
714.709739907171,58920,Food,Credit,44,Suburban,1
759.2462772394091,21387,Entertainment,Credit,73,Urban,0
103.41344810240798,15324,Entertainment,Debit,73,Urban,0
514.3406097425609,63960,Food,Debit,74,Suburban,0
509.38166503546483,71779,Health,Credit,32,Urban,0
369.9114894453255,32628,Health,Debit,69,Rural,0
932.9919377071025,75096,Utilities,Credit,49,Suburban,0
827.6788135533479,47452,Utilities,Debit,65,Suburban,0
697.5121725277271,41098,Entertainment,Credit,77,Urban,0
714.6123090992626,70459,Utilities,Credit,70,Rural,0
462.254427669306,39235,Food,Debit,61,Rural,0
921.0735265754793,27949,Entertainment,Debit,72,Suburban,0
694.9008318260321,22821,Health,Debit,67,Suburban,0
729.2520805941606,71612,Entertainment,Debit,56,Urban,0
861.829212883558,22032,Retail,Debit,33,Suburban,0
274.7975177528488,73537,Entertainment,Credit,45,Rural,0
807.2638329628363,15303,Utilities,Credit,68,Urban,0
196.04536235353555,81993,Food,Credit,23,Urban,0
345.99661029264297,12303,Health,Credit,78,Rural,0
336.27484381557286,50701,Health,Debit,23,Rural,0
978.5469429207515,50511,Utilities,Debit,55,Suburban,0
856.6806865241789,80664,Utilities,Credit,75,Rural,0
701.4686917286695,18280,Utilities,Credit,64,Urban,0
727.3297048537747,39427,Retail,Debit,19,Urban,0
562.5107216081685,6967,Food,Debit,58,Rural,0
947.1435764414106,6661,Retail,Debit,57,Suburban,0
496.7624941294792,77952,Utilities,Debit,24,Urban,0
381.13719216002465,66046,Food,Debit,44,Suburban,0
163.8723015946594,35200,Utilities,Credit,79,Rural,0
786.4194466087969,67442,Food,Credit,45,Suburban,0
734.7094881435158,61671,Health,Credit,77,Urban,0
